Model,Covariance Type,Ann. Return,Ann. Std,Ann. Std (fcst),Real / Fcst Std,Avg QLIKE,ERC RC RMSE,Avg Turnover,Ann. Sharpe,Ann. Sharpe (rf=0),Ann. Sortino,Max Drawdown,Calmar Ratio,CVaR (95%),Skewness,Excess Kurtosis
ERC,DCC,0.1605158378265909,0.1710095191661156,0.1442563771466647,1.185455524037257,-195.7961102246472,1.0560900000608608,0.0592838405337906,0.8527990531394687,0.9568767633238049,1.215024210885441,-0.4347289880957804,0.3692319634117101,-0.0244386896155628,-0.8297586630452471,27.05168511634639
ERC,GARCH,0.16061656489352,0.1711727900902742,0.1473035211151877,1.1620414012807017,-194.7994482124228,0.8859251932920316,0.0589448196252643,0.8526602660913144,0.9566379184543212,1.2146931689905656,-0.437245887419695,0.367336936755109,-0.0244653261851058,-0.8324846184270767,27.00213892664606
ERC,Historical,0.1622245582325703,0.1724157432475025,0.1571880203028887,1.0968758491599495,-195.6782363233021,0.7216127905771064,0.0121213822081614,0.8557406063314854,0.9589783953384416,1.2228484639250436,-0.433295887799796,0.3743967178094384,-0.0245826381333264,-0.7627800718646996,25.83915653828349
HRP,DCC,0.1423690969778515,0.1614109935601601,0.1317527785756415,1.2251050437429012,-195.7961102246472,,0.1520480732883374,0.7958967477390176,0.9061466455313129,1.1288639554527768,-0.3981629442092348,0.3575649091620049,-0.023000542474638,-0.9036058856533044,30.53965361241837
HRP,GARCH,0.1406452155686552,0.1614161927543282,0.1345671532237326,1.199521494565291,-194.7994482124228,,0.1420426960021425,0.7865615315864808,0.896808194753066,1.112282849136739,-0.391338458502764,0.3593953328961198,-0.0230900187991323,-0.9819950557336834,30.92236978778051
HRP,Historical,0.145671979876975,0.1626447055792945,0.146788646654791,1.108019654693002,-195.6782363233021,,0.0599567253427426,0.808812576275234,0.918238479298021,1.151604663468172,-0.396214871759784,0.3676590412418759,-0.0231276049252356,-0.8504445371982559,28.673834695211987
MVP,DCC,0.1108088340249677,0.1603346153582169,0.1113751743403998,1.4395902525654476,-195.7961102246472,,0.3108905845728442,0.6239726423009676,0.7349505936161932,0.9168061438831856,-0.4406331621737217,0.2514763833895935,-0.0219130822318388,2.226843345993223,128.83747009982258
MVP,GARCH,0.1088510676141618,0.1617406966177058,0.1125019585355306,1.4376700523540165,-194.7994482124228,,0.3168592735421384,0.6088949584540608,0.7189025210774578,0.8958978603415385,-0.4521405860057553,0.2407460665625277,-0.0219934573904296,2.5645730262536723,145.8588637357034
MVP,Historical,0.1183022280880159,0.1533926858263198,0.1264725445745941,1.212853638252278,-195.6782363233021,,0.0356489931928255,0.6891604978460913,0.8051595458914326,1.0206967885150888,-0.3570265901965568,0.3313541101319261,-0.0207472123206907,1.8863112082880125,108.96934961188494
Naive,,0.1793852880256143,0.1872984328407117,0.1741208707656689,1.0756805431600278,-195.6782363233021,,0.011174619193368,0.880346076040545,0.9753873301344934,1.264718988737655,-0.461674263116766,0.3885537972478324,-0.0266688900082071,-0.6010352829356164,21.381824080379324
