Model,Covariance Type,Window Index,Mean Return,Forecasted Std,RC RMSE
Naive,N/A,0,-0.012243165087249763,0.009145567284440529,
MVP,Historical,0,-0.00797784241128241,0.0071931467486952205,
HRP,Historical,0,-0.010577840191486443,0.007992375048811558,
ERC,Historical,0,-0.011220720939161932,0.008489043352683773,0.04843436911320952
MVP,GARCH,0,-0.008130373594818163,0.007193868769450834,
HRP,GARCH,0,-0.010674272840772159,0.007978680092472025,
ERC,GARCH,0,-0.01126862520772609,0.008474845003037615,0.04849004952667958
MVP,DCC,0,-0.008129850728808341,0.007193703373094556,
HRP,DCC,0,-0.01067422277638519,0.007978528216087218,
ERC,DCC,0,-0.01126856669042875,0.00847475591479861,0.04849299289956663
Naive,N/A,1,-0.0005624352168188684,0.009147884176998565,
MVP,Historical,1,-0.0005507275468612516,0.007195063502198909,
HRP,Historical,1,-0.00017851321241491025,0.007994269344398631,
ERC,Historical,1,-0.0002943480728538894,0.008491011973928566,1.432718041951767
MVP,GARCH,1,-0.00041856398604123157,0.007210661706576987,
HRP,GARCH,1,-0.00013920575198034246,0.008004754351381954,
ERC,GARCH,1,-0.00028234453910025437,0.00850022302725203,1.489264158936496
MVP,DCC,1,-0.0004211176132893346,0.007210815373623999,
HRP,DCC,1,-0.00013925301303563398,0.00800501881481434,
ERC,DCC,1,-0.0002827679395528415,0.008500502410836634,1.4872946137352738
Naive,N/A,2,0.018254395741422735,0.009147977345145948,
MVP,Historical,2,0.011769711566121277,0.007193893543673663,
HRP,Historical,2,0.015644335146443034,0.00799411121476537,
ERC,Historical,2,0.01668017690680368,0.008490946523733603,0.02610334744805083
MVP,GARCH,2,0.011859046783631255,0.00718278987493931,
HRP,GARCH,2,0.015673533613854262,0.00795778410750383,
ERC,GARCH,2,0.016690383410872256,0.008451834448276177,0.02614208935260265
MVP,DCC,2,0.011858798050071284,0.007182542180244059,
HRP,DCC,2,0.01567343274968458,0.007957599214531898,
ERC,DCC,2,0.016690304081445895,0.008451626599432903,0.026142167743017416
Naive,N/A,3,-0.004346574528245162,0.00915872400211973,
MVP,Historical,3,-0.0038145120948550604,0.007200093033365274,
HRP,Historical,3,-0.004978148355111234,0.00802363702453301,
ERC,Historical,3,-0.004429183215275412,0.008501042687984751,0.11330213050845066
MVP,GARCH,3,-0.004215759255662421,0.007183486728196077,
HRP,GARCH,3,-0.005044226357206583,0.008026109910057097,
ERC,GARCH,3,-0.004491999757983534,0.008493393091574727,0.11290568693567928
MVP,DCC,3,-0.004215910722716432,0.007183926798678718,
HRP,DCC,3,-0.0050441792344031455,0.008026762452160307,
ERC,DCC,3,-0.004492409220429927,0.008494136449671157,0.11289143494699355
Naive,N/A,4,0.0003763050648049049,0.009158738153156131,
MVP,Historical,4,-0.004947724404650522,0.0072009761492090926,
HRP,Historical,4,-0.0013771186422623094,0.00802526700540231,
ERC,Historical,4,-0.00018292286432064486,0.008501713398033234,2.673375083565029
MVP,GARCH,4,-0.004551132989766615,0.007193688179901804,
HRP,GARCH,4,-0.001395430318537727,0.008022288683838254,
ERC,GARCH,4,-0.0001570308422070843,0.008473188667387183,2.9539144652002243
MVP,DCC,4,-0.004549624989092171,0.007193487476638771,
HRP,DCC,4,-0.0013952083928713277,0.008022197143463515,
ERC,DCC,4,-0.00015655886660137508,0.008473065460857156,2.9600156285360306
Naive,N/A,5,-0.005751469806638099,0.009147996453537954,
MVP,Historical,5,-0.004731880466822824,0.007193659446226017,
HRP,Historical,5,-0.0061841959217866505,0.007995258662118877,
ERC,Historical,5,-0.005868293373356814,0.0084904741886835,0.10764457041348983
MVP,GARCH,5,-0.004881517331435381,0.007252820528645009,
HRP,GARCH,5,-0.006250282038729238,0.008018037463275215,
ERC,GARCH,5,-0.005892682521414838,0.008496411765406685,0.1075456484552943
MVP,DCC,5,-0.004881458999545507,0.00725226882485051,
HRP,DCC,5,-0.00625013609767433,0.008017656209107103,
ERC,DCC,5,-0.0058927516447326855,0.008496007870270942,0.10753910943527972
Naive,N/A,6,-0.018813430731086767,0.009145149060586942,
MVP,Historical,6,-0.012869523777318537,0.007190826502827605,
HRP,Historical,6,-0.01575595276125208,0.008012481279466736,
ERC,Historical,6,-0.017282494330659315,0.008487627003097927,0.0350168931148477
MVP,GARCH,6,-0.012780085439915934,0.007150467337458266,
HRP,GARCH,6,-0.015668914080317453,0.00796855235920734,
ERC,GARCH,6,-0.01723725173633628,0.008450703707616256,0.03514083879507393
MVP,DCC,6,-0.01277992433985975,0.007150546568640194,
HRP,DCC,6,-0.015668811206242417,0.007968416089235288,
ERC,DCC,6,-0.01723725197501036,0.008450601539501258,0.03513941420094903
Naive,N/A,7,-0.012256105756940139,0.009159543388688246,
MVP,Historical,7,-0.00889734285628252,0.007200789226760122,
HRP,Historical,7,-0.010364152513302027,0.00802573977697121,
ERC,Historical,7,-0.011399105779283825,0.008501780725391322,0.049198124510059955
MVP,GARCH,7,-0.008780318275315335,0.007232629038912883,
HRP,GARCH,7,-0.010564752504837793,0.008047176249442496,
ERC,GARCH,7,-0.011375626463166033,0.008520909056155102,0.04957797431229407
MVP,DCC,7,-0.008780004210270476,0.00723303711321563,
HRP,DCC,7,-0.010565076776692273,0.008048049073518995,
ERC,DCC,7,-0.01137543423047327,0.008521921282059234,0.04958393050822327
Naive,N/A,8,-0.0014249081605277603,0.00916514567270076,
MVP,Historical,8,0.005724414282233026,0.007200047924355855,
HRP,Historical,8,0.0012509382846157546,0.008027390060095814,
ERC,Historical,8,7.268204016419588e-07,0.008505321535386927,7.20244384079752
MVP,GARCH,8,0.006031868355931724,0.007181502406729996,
HRP,GARCH,8,0.0013072366031168237,0.008030705722342428,
ERC,GARCH,8,1.2146814505786807e-05,0.0085223934822301,8.124009562510349
MVP,DCC,8,0.0060313185769078625,0.007181690816499835,
HRP,DCC,8,0.0013074816874587558,0.008030861083299236,
ERC,DCC,8,1.1979644916504384e-05,0.008522661318754997,8.108873652905128
Naive,N/A,9,0.011384577493195991,0.009152650243022881,
MVP,Historical,9,0.009955605285377978,0.007196188726536164,
HRP,Historical,9,0.010547494114995004,0.008019029592773314,
ERC,Historical,9,0.011320885020764893,0.008495145624302073,0.05620391712148177
MVP,GARCH,9,0.009941116735102895,0.0071749990832326496,
HRP,GARCH,9,0.010604556507185725,0.008020538557932179,
ERC,GARCH,9,0.011351887135401917,0.008507197952334705,0.056351456870768306
MVP,DCC,9,0.009943151742059175,0.007174825560106512,
HRP,DCC,9,0.010604403900548398,0.008020130661470871,
ERC,DCC,9,0.011352018519122042,0.008506778666382895,0.056351753239093576
Naive,N/A,10,0.01128373469312316,0.009157028843410868,
MVP,Historical,10,0.005610284772940233,0.0072009079285541904,
HRP,Historical,10,0.008860759830788378,0.008024336227129796,
ERC,Historical,10,0.010117967361430447,0.008500532271782395,0.036465614301125396
MVP,GARCH,10,0.0056163460163516365,0.00716957664769143,
HRP,GARCH,10,0.008857310054129597,0.007999390261419846,
ERC,GARCH,10,0.010113742401059334,0.00848442982262254,0.03640715933134729
MVP,DCC,10,0.005614012594867379,0.007169740914873709,
HRP,DCC,10,0.008857366095073038,0.007999635032211294,
ERC,DCC,10,0.010113386302793126,0.008484652530153482,0.036405203830110595
Naive,N/A,11,0.007924208931014975,0.009161598249653078,
MVP,Historical,11,0.005920969205909232,0.007202243011658816,
HRP,Historical,11,0.006917832041823058,0.0080273384140283,
ERC,Historical,11,0.007217426947413008,0.008504201633033948,0.08235149233212945
MVP,GARCH,11,0.005862993221556589,0.007171451706194731,
HRP,GARCH,11,0.00690752006376405,0.007989456713466174,
