Date,HRP GARCH,HRP Historical,MVP GARCH,MVP Historical,ERC GARCH,ERC Historical,Naive
2001-03-08,0.006094716324653916,0.005695315961902241,0.004697474065224545,0.0037231983334579063,0.006492243632286398,0.00629230095049486,0.005521008999531465
2001-03-09,-0.007269693215574935,-0.007418167347337198,-0.00317561099098911,-0.001990564927681985,-0.0101528803066156,-0.010834648473079685,-0.014556526757232985
2001-03-12,-0.02337460820758486,-0.022542628549709228,-0.017802102387279226,-0.01441921631092636,-0.02801722012819791,-0.02806232353117449,-0.03228765825797309
2001-03-13,-0.003002262874959152,-0.002184769803024569,-0.002800629613560542,-0.0020588948041678555,-0.0016587055704159754,-0.0009410847928167241,0.0024340924117709356
2001-03-14,-0.018216430686380486,-0.017826264650904557,-0.013657351165915602,-0.011851600379997194,-0.020059613700538315,-0.020155672517293048,-0.021814229038415317
2001-03-15,0.0016786186030316034,0.001321520396755173,7.11889133766946e-05,-0.00031830144343372306,0.002552442236896737,0.0023621455274079736,0.0029179854320703844
2001-03-16,-0.011740889134434263,-0.011750774849488527,-0.0065184491107490765,-0.00506514432000651,-0.015233940110116964,-0.015646027537500207,-0.01826085769239471
2001-03-19,0.010823878071166484,0.011235635287566761,0.008235868504369923,0.007837507854095553,0.012603780352374675,0.013106014596489394,0.015245840127434726
2001-03-20,-0.007025090276773447,-0.006381183327108737,-0.007366897348479529,-0.005015065552500922,-0.008643716823957337,-0.00863970906836952,-0.010885330284254605
2001-03-21,-0.010473105116199049,-0.01014025416045381,-0.005717983003408711,-0.005143350150253845,-0.013544792882384074,-0.013365619699003366,-0.014001442518614564
2001-03-22,-0.014212081720198236,-0.014060322770651373,-0.008524551073125854,-0.009340654990160496,-0.0155447800144861,-0.01473504134622407,-0.013253761448362336
2001-03-23,0.00720470218631613,0.008180757956634857,0.0033103837934770563,0.0035081228206483746,0.009733083589119076,0.010265859950759721,0.012197170458644047
2001-03-26,0.01554402779265949,0.01572105131302496,0.012808670437371055,0.013766416714087114,0.015506629447717721,0.015332359375583417,0.014635221404158932
2001-03-27,0.012433304643628934,0.012548530181126602,0.008182857547131347,0.008645696356935571,0.015796083054432062,0.0157747664158734,0.017162884724404512
2001-03-28,-0.00980195774980528,-0.010188328641806707,-0.011760285405124247,-0.011617810945447615,-0.010474253275423024,-0.011217803093529093,-0.013181074459684028
2001-03-29,0.000960262761741042,0.001046413812051412,0.0015090183109923968,0.002108386235081907,-0.001656636693717552,-0.0016579841266840432,-0.0025476774526373563
2001-03-30,0.011196788290036177,0.010535652678325834,0.011362847294344407,0.011285125986149589,0.011245462651564193,0.010680146556647329,0.009626772201307303
2001-04-02,-0.004462201459540173,-0.005163368220196098,0.0006725548778999353,0.0006425076920835959,-0.009715954876600012,-0.010158595287588366,-0.012732236923841941
2001-04-03,-0.01642021979340931,-0.017711652854840835,-0.011898184557930187,-0.011757593552423132,-0.020973824452489638,-0.02191083761498793,-0.025312353102164842
2001-04-04,0.0033296092635352573,0.003110350390584641,0.0027265975779121906,0.0019416945334680916,0.004511532358261939,0.004045368558820561,0.0028001538938453377
2001-04-05,0.0182392834627994,0.020288770167771454,0.010072086173030188,0.010313260832387592,0.02406304904951776,0.02574242130216415,0.03184133127906537
2001-04-06,-0.01680968312713931,-0.017203191658635767,-0.017092356472143095,-0.01752703688836039,-0.016258851789441895,-0.01685073274754341,-0.017863470795157772
2001-04-09,0.009125519064538649,0.00994397753750424,0.005060188496508685,0.006263525505521696,0.01005785260399658,0.010377077269429815,0.009859558451146132
2001-04-10,0.013267090356440856,0.014809352690363329,0.006612126033427569,0.0077399096502297395,0.01761859396886892,0.01883328926662595,0.02206133565044892
2001-04-11,-0.013165023896809328,-0.012699014295673947,-0.01431779434082683,-0.013952690955241723,-0.01104274842702147,-0.010284421967840827,-0.007651589493440428
2001-04-12,0.006312750171703825,0.0068823158063071165,0.003360042014283059,0.003054880171323807,0.008292783993940732,0.00875359037205923,0.010558979478383787
2001-04-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
