Model,Covariance Type,#Rolling Windows,Sharpe Ratio,Mean Return,Std Dev
HRP,GARCH,0,-0.0679664275782484,-0.000662368537150392,0.009745525265217452
HRP,Historical,0,-0.07091376862385187,-0.0007237002024959278,0.010205355272184913
MVP,GARCH,0,-0.0007356198904914229,-5.156438240440722e-06,0.007009650373912565
MVP,Historical,0,0.2565070629606635,0.0017199664666781224,0.006705337649676675
ERC,GARCH,0,-0.041585707719507606,-0.0004459317554143841,0.010723197460583318
ERC,Historical,0,-0.0482506742074023,-0.0005300785328250258,0.010985930073153355
Naive,N/A,0,-0.04453144259573877,-0.0005226733249477755,0.011737174779911359
HRP,GARCH,1,0.46049275795672845,0.002111406895181752,0.004585103367423982
HRP,Historical,1,0.3463150603317474,0.0017695416717606548,0.005109629566977389
MVP,GARCH,1,0.9438633010799362,0.0023357910445674797,0.00247471327881373
MVP,Historical,1,0.9771051929789908,0.0013976997734101888,0.0014304496419151069
ERC,GARCH,1,0.3810965244784189,0.002161206443460619,0.005671021131506031
ERC,Historical,1,0.32221427320080737,0.0019421132662970947,0.006027396759940392
Naive,N/A,1,0.28431522434362344,0.0019911040437611675,0.007003156613782731
HRP,GARCH,2,-0.21937920588523502,-0.0018282918351567815,0.008333934056235144
HRP,Historical,2,-0.24510347179443498,-0.002134880210956979,0.008710118201620067
MVP,GARCH,2,0.3424899595101499,0.0018912350697960294,0.005522016097934636
MVP,Historical,2,0.4195405342137554,0.002088480461241253,0.004978018310328924
ERC,GARCH,2,-0.3102108451780602,-0.0028973257818060262,0.009339859733604636
ERC,Historical,2,-0.3164194183790361,-0.003024666594933118,0.009559042268733001
Naive,N/A,2,-0.35711190240214347,-0.0037209690356519373,0.0104196164020928
HRP,GARCH,3,-0.02995456750644193,-0.0001967618511225338,0.006568676081876957
HRP,Historical,3,-0.01132991448136068,-7.521030674406603e-05,0.006638206040107158
MVP,GARCH,3,-0.05246026395895368,-0.000456458255210234,0.00870102856454133
MVP,Historical,3,0.002939909769300653,2.442684617376201e-05,0.008308706079633417
ERC,GARCH,3,-0.005520775737809535,-3.6376430094426855e-05,0.0065890070203901896
ERC,Historical,3,-0.0005083862418683375,-3.387018370958495e-06,0.0066622935320025225
Naive,N/A,3,0.009153154935654067,6.3576830196789e-05,0.006945892497584597
HRP,GARCH,4,-0.14887445286463466,-0.0023175429668741364,0.015567096451272145
HRP,Historical,4,-0.16143177378804166,-0.002527616269216431,0.01565748929039934
MVP,GARCH,4,-0.07092294593870584,-0.0008614014772608556,0.012145596405503372
MVP,Historical,4,-0.12816725049824174,-0.0015497585525851916,0.012091689152732914
ERC,GARCH,4,-0.14933595721960355,-0.0024895660530313444,0.016670908328999114
ERC,Historical,4,-0.1542910889951349,-0.0025831703612084686,0.016742187627504016
Naive,N/A,4,-0.1556907170807659,-0.002757421841619939,0.01771089435081414
HRP,GARCH,5,-0.08730485316325087,-0.0010003394030406515,0.011458004530058854
HRP,Historical,5,-0.10462429496294127,-0.0011630215014704392,0.011116170502103648
MVP,GARCH,5,-0.07751610911065666,-0.0005663381883685588,0.0073060708911497785
MVP,Historical,5,-0.2666314417187487,-0.002241147525286353,0.008405413520774441
ERC,GARCH,5,-0.07673157563573516,-0.0009574805971897407,0.012478312731842642
ERC,Historical,5,-0.08166439175092868,-0.0010081194946374033,0.012344664216836453
Naive,N/A,5,-0.07334269828656932,-0.001021628378004169,0.013929517209912251
HRP,GARCH,6,-0.527069613461879,-0.004755809329234616,0.009023114229632185
HRP,Historical,6,-0.5556952499227761,-0.004934003935245811,0.00887897446654705
MVP,GARCH,6,-0.23285063636252135,-0.002139332588553512,0.009187574584176014
MVP,Historical,6,-0.4699816157647583,-0.0033688701703019795,0.007168089255619337
ERC,GARCH,6,-0.5551599293124226,-0.005212708082711572,0.00938956111109752
ERC,Historical,6,-0.5672064963245373,-0.00531808408158921,0.009375922377564542
Naive,N/A,6,-0.5783418814490288,-0.005779205460719719,0.009992714769748282
HRP,GARCH,7,-0.2588109536565002,-0.003399969606212104,0.013136884502673024
HRP,Historical,7,-0.2691469268316704,-0.0035635114755463194,0.013240022903085225
MVP,GARCH,7,-0.1801237263492601,-0.001888249966814823,0.010483071858914934
MVP,Historical,7,0.022011251365376575,0.00021721313688619445,0.009868277513193458
ERC,GARCH,7,-0.29813552195632353,-0.004067687757858823,0.013643754126201486
ERC,Historical,7,-0.30207051074047064,-0.004144771934101539,0.013721206760439437
Naive,N/A,7,-0.342299348395388,-0.004880590085805585,0.014258251173087374
HRP,GARCH,8,-0.03376111178953618,-0.00042972851515369405,0.01272850603477113
HRP,Historical,8,0.0013709448145050286,1.7668431152275538e-05,0.012887777075589012
MVP,GARCH,8,1.1843225699570996,0.00535665410845311,0.004522968863666211
MVP,Historical,8,1.36836220209414,0.0065149876862268825,0.0047611572990370185
ERC,GARCH,8,-0.11027942109370098,-0.001618366543012427,0.01467514543477111
ERC,Historical,8,-0.08373630003088132,-0.0012436272451261166,0.014851710007099384
Naive,N/A,8,-0.12185532549816139,-0.002036328180319025,0.01671103147929099
HRP,GARCH,9,-0.7311608548106241,-0.004338419237793925,0.005933604362500515
HRP,Historical,9,-0.7575860129454799,-0.0049602403618511206,0.006547428644525525
MVP,GARCH,9,0.7106829013274746,0.0038727590758008273,0.0054493488848077745
MVP,Historical,9,0.6887991259176167,0.005096970770877918,0.007399792739411137
ERC,GARCH,9,-0.7861887581035877,-0.0062889543927603046,0.007999293207817245
ERC,Historical,9,-0.7953534873728229,-0.006548828365814772,0.008233858868773654
Naive,N/A,9,-0.8338743519340688,-0.008055098473092064,0.009659846779564878
HRP,GARCH,10,0.7033483328003852,0.004909985529456645,0.006980873203903833
HRP,Historical,10,0.8679319432267609,0.007375712316803745,0.008498030720453301
MVP,GARCH,10,-0.37301553240369606,-0.004721086389791567,0.012656541027578905
MVP,Historical,10,-0.6949633170117995,-0.006455090033028012,0.009288389581170389
