Model,Covariance Type,Window Index,Mean Return,Forecasted Std,RC RMSE
Naive,N/A,0,-0.0033337858870990055,0.010217699862228919,
MVP,Historical,0,0.0013699989531870127,0.007195416115285165,
HRP,Historical,0,-0.001944130458477633,0.008830130187557603,
ERC,Historical,0,-0.0025428256534936857,0.009420592212033386,0.014642487870989925
MVP,GARCH,0,-0.00011811815231250744,0.004988063483272345,
HRP,GARCH,0,-0.002214676257232817,0.005927506198891587,
ERC,GARCH,0,-0.002811574829668495,0.0062626960929669405,0.02354356124038568
MVP,DCC,0,6.862701091907564e-05,0.005247490303134058,
HRP,DCC,0,-0.002165436027880929,0.006175531349290618,
ERC,DCC,0,-0.002834991834444622,0.006536360596001697,0.023535729696285236
Naive,N/A,1,0.003780651675787161,0.010215764187443134,
MVP,Historical,1,0.0020410553727205016,0.007197158033560808,
HRP,Historical,1,0.0033459981274444493,0.00883058691806901,
ERC,Historical,1,0.003608907650578197,0.009418883550791164,0.02457946342864152
MVP,GARCH,1,0.0025790998017608314,0.00510468731071781,
HRP,GARCH,1,0.003301443050585595,0.0060387698442872255,
ERC,GARCH,1,0.00354597369288856,0.006398758533108078,0.023508977042698304
MVP,DCC,1,0.0027665157118770046,0.005368152293276435,
HRP,DCC,1,0.0033141431339019254,0.0063055967688641825,
ERC,DCC,1,0.003546133166771748,0.006674659963968596,0.02275892588969428
Naive,N/A,2,0.004360433318968937,0.010214887825379184,
MVP,Historical,2,0.00620131954141172,0.00718804798496316,
HRP,Historical,2,0.0049079810903226665,0.008848556070307642,
ERC,Historical,2,0.004616365738150363,0.009413538505325409,0.034775880589555414
MVP,GARCH,2,0.004081744989814462,0.005043481259323707,
HRP,GARCH,2,0.004568975157026501,0.0059727341399330456,
ERC,GARCH,2,0.0044589014883644525,0.006332049559064089,0.03180346827626274
MVP,DCC,2,0.004617597435018816,0.00526576220291509,
HRP,DCC,2,0.004533292286156043,0.0062200634074052056,
ERC,DCC,2,0.00448544599805667,0.0065856695395152196,0.030906984617497628
Naive,N/A,3,0.0004972040114503917,0.010209144800852011,
MVP,Historical,3,0.0003130503524936934,0.007174473422028653,
HRP,Historical,3,0.00043554145178250627,0.008847805476209204,
ERC,Historical,3,0.0005566499627403853,0.009411293522124034,0.025252129342777273
MVP,GARCH,3,-0.0002978701281366236,0.005625505423178004,
HRP,GARCH,3,0.00023462395067608277,0.006340448341456853,
ERC,GARCH,3,0.0004500095718122044,0.00653619741772543,0.021690735720447364
MVP,DCC,3,0.00011411789100592706,0.005938775754907077,
HRP,DCC,3,0.00021261751656316276,0.006653699394020697,
ERC,DCC,3,0.0004740197239616828,0.006800489592927021,0.022640640088846992
Naive,N/A,4,0.00028339543757858186,0.010213686319785585,
MVP,Historical,4,-0.0006987868816996867,0.007174084035464468,
HRP,Historical,4,0.0002485164707416887,0.008852037906925759,
ERC,Historical,4,0.0003701286675785287,0.009414681010915884,0.06463604611766784
MVP,GARCH,4,-0.0013961612688883295,0.005179502670231347,
HRP,GARCH,4,-0.00027629037117111733,0.006006052892288237,
ERC,GARCH,4,3.400985035455495e-05,0.006303314839375723,0.049216215041267136
MVP,DCC,4,-0.0009222921965608366,0.005467613425916124,
HRP,DCC,4,-0.0003004749816989394,0.0063246311166407125,
ERC,DCC,4,0.00011260556487080464,0.006556217958815929,0.05186783984990834
Naive,N/A,5,0.0015810945491129935,0.010201709800371118,
MVP,Historical,5,5.224239277963338e-05,0.007169947516487859,
HRP,Historical,5,0.0013484358493416782,0.00884311147864229,
ERC,Historical,5,0.0015589666578771366,0.009403229265601247,0.029005583602265468
MVP,GARCH,5,-0.0006427196977196071,0.004964323250013345,
HRP,GARCH,5,0.0006092756039370428,0.005765485697945544,
ERC,GARCH,5,0.0011164305881586456,0.0060915583990060205,0.022315432893886187
MVP,DCC,5,-0.00046138437257474684,0.00523553676075657,
HRP,DCC,5,0.0006642081440735081,0.005983503950229605,
ERC,DCC,5,0.0011597259053253816,0.006290868017422357,0.02218505752538793
Naive,N/A,6,0.003828945739890899,0.01021732674554107,
MVP,Historical,6,0.004731715848772122,0.007201291411271671,
HRP,Historical,6,0.004051383616791715,0.00887068436322815,
ERC,Historical,6,0.003874574192152247,0.009425921916226213,0.03667574137837717
MVP,GARCH,6,0.0031156096829897174,0.005919697726925927,
HRP,GARCH,6,0.0038276245589456527,0.006790290948344186,
ERC,GARCH,6,0.0038345463392339464,0.00705653697142614,0.025825744954215774
MVP,DCC,6,0.0028300285873232413,0.0063103748140794225,
HRP,DCC,6,0.003764807717039842,0.00713858513730337,
ERC,DCC,6,0.003820309204004957,0.0073898736654167815,0.024849555895649324
Naive,N/A,7,-0.0034425794798734312,0.010212443549494344,
MVP,Historical,7,-0.0051155421078021845,0.007201911763879297,
HRP,Historical,7,-0.003697135012086283,0.00886863320429798,
ERC,Historical,7,-0.0035431245985779515,0.009422102702808893,0.040910259213339205
MVP,GARCH,7,-0.003451842990386922,0.005515119005653057,
HRP,GARCH,7,-0.0032841891664023405,0.006458233334857431,
ERC,GARCH,7,-0.0033451723245455866,0.0067786833991006264,0.027800944643456206
MVP,DCC,7,-0.0035316018404257356,0.005855032034877833,
HRP,DCC,7,-0.003316724893985068,0.006776743580688625,
ERC,DCC,7,-0.0033653856523047088,0.007083253953718361,0.027229611313898342
Naive,N/A,8,-0.0029031599759793193,0.010196856380586086,
MVP,Historical,8,-0.004123159445571045,0.007218268742608747,
HRP,Historical,8,-0.003104630592208735,0.008867948681464986,
ERC,Historical,8,-0.002906071020521783,0.009414537499084271,0.029797315841898233
MVP,GARCH,8,-0.0029464417698907173,0.005645601065745834,
HRP,GARCH,8,-0.003186619223497522,0.006480082014390573,
ERC,GARCH,8,-0.0030124265807865537,0.006789362221682421,0.02889712110110941
MVP,DCC,8,-0.003007835668712011,0.0059906660301428,
HRP,DCC,8,-0.003159714488654908,0.006825116213373693,
ERC,DCC,8,-0.002981783804184124,0.007110180340253485,0.02802327371362637
Naive,N/A,9,-0.002188789063639107,0.010197079792769403,
MVP,Historical,9,-0.0020540592019265835,0.007222601568546827,
HRP,Historical,9,-0.002231221008881934,0.008871348544260383,
ERC,Historical,9,-0.0022132147457740725,0.009415752791566917,0.06096973028476615
MVP,GARCH,9,-0.0007522874478290253,0.0054551063507842,
HRP,GARCH,9,-0.0015724723611266977,0.006181156856375677,
ERC,GARCH,9,-0.001882280646035972,0.006442886989414973,0.05244642442514259
MVP,DCC,9,-0.0006466053644453851,0.005835720084354087,
HRP,DCC,9,-0.0015899040908410767,0.006499550040452651,
ERC,DCC,9,-0.0019218791192984642,0.006739269348687834,0.05257903594518189
Naive,N/A,10,0.00015504676336737245,0.010188497208779635,
MVP,Historical,10,0.0016077392928847134,0.0072237610282236695,
HRP,Historical,10,0.0005161890782197532,0.008867988723066834,
ERC,Historical,10,0.0004385772471880101,0.009409387735566517,0.024810243199486093
MVP,GARCH,10,0.00025231890142858316,0.005133533288872164,
HRP,GARCH,10,7.667646927946858e-05,0.005836373501989167,
ERC,GARCH,10,0.00015328967277039585,0.006111175576421279,0.020133347878569748
MVP,DCC,10,-1.7477193452908324e-06,0.005477712088041786,
HRP,DCC,10,8.290493701439417e-05,0.0061160907718750684,
ERC,DCC,10,0.00012132643969997581,0.00636507093172336,0.02037810134722269
Naive,N/A,11,0.00023779072331979733,0.010190770238430662,
MVP,Historical,11,0.0007779164366169322,0.007224963846156563,
HRP,Historical,11,0.00046456009985065274,0.008871935941654481,
ERC,Historical,11,0.0003756178024549861,0.00941354797621686,0.027750134579290393
MVP,GARCH,11,0.0006563869877368011,0.005134573142715219,
HRP,GARCH,11,0.0005803673988293179,0.006002694947858447,
ERC,GARCH,11,0.00040647553047969966,0.006352256628449404,0.02223555145788521
MVP,DCC,11,0.0008034191756186359,0.005481894759696523,
HRP,DCC,11,0.0005683787607268398,0.006291588353878146,
ERC,DCC,11,0.0004018787358457621,0.006627548617475392,0.022733521914174933
Naive,N/A,12,-0.006644589241555199,0.01018981398114839,
MVP,Historical,12,-0.0035460322622189234,0.007226824833221227,
HRP,Historical,12,-0.005826463853744102,0.008874409215566368,
ERC,Historical,12,-0.006166548695845852,0.00941423529530738,0.0357698843924602
MVP,GARCH,12,-0.003966353869884487,0.005134036635065209,
HRP,GARCH,12,-0.005426773863027812,0.005975346459981177,
ERC,GARCH,12,-0.006078416856234137,0.006282787905743057,0.029734339561017342
MVP,DCC,12,-0.003666219586770869,0.005488582501140142,
HRP,DCC,12,-0.005540419819914932,0.0062466361603941145,
ERC,DCC,12,-0.006126708271191173,0.00654948559764758,0.03065674720052944
Naive,N/A,13,0.0033841289947963427,0.01020396253219198,
MVP,Historical,13,0.004200223995146568,0.0072433026047577335,
HRP,Historical,13,0.0034373347958491784,0.008893394162693954,
ERC,Historical,13,0.0035297080492920465,0.009431244905396227,0.02301226638622896
MVP,GARCH,13,0.0042083386975764634,0.005795866144805012,
HRP,GARCH,13,0.003218386346133961,0.006932627586482904,
ERC,GARCH,13,0.003312179835446294,0.007519726487979359,0.01916830102587608
MVP,DCC,13,0.003884139804369058,0.006134819530051797,
HRP,DCC,13,0.0032652089201141267,0.007272022843925768,
ERC,DCC,13,0.0032379293994834633,0.007865326509816493,0.017065926322934452
Naive,N/A,14,-0.0014348885926777522,0.01022926342864077,
MVP,Historical,14,0.0009920096169742543,0.007266216679715726,
