Model,Covariance Type,Ann. Return,Ann. Std,Ann. Std (fcst),Real / Fcst Std,Avg QLIKE,Avg Cov RMSE,ERC RC RMSE,Avg Turnover,Ann. Sharpe,Ann. Sharpe (rf=0),Ann. Sortino,Max Drawdown,Calmar Ratio,CVaR (95%),Skewness,Excess Kurtosis
ERC,DCC,0.07617629323122155,0.17711718790319772,0.1479120544554404,1.2017960966303098,-150.0442558818265,0.0001366501467557265,0.030140946314477564,0.07367528939311759,0.4013466489329755,0.5033941260028713,0.5567077523328832,-0.5492580059888921,0.13868945450157372,-0.027250477267772445,-0.3545949842189331,14.282235492008587
ERC,GARCH,0.07639253310429828,0.17722708817097327,0.14712720877104035,1.2089060367866453,-149.1246668834579,0.00013827285566167427,0.030111322947593666,0.07253819102602177,0.4023365233392883,0.5043211762119189,0.5583113275733168,-0.5447711174444825,0.1402286770683716,-0.02725228754205638,-0.34747860717291895,14.200546307780671
ERC,Historical,0.08043655264330174,0.18170337344341062,0.1774535031805024,1.0274656201330639,-145.97755796823495,0.00019902325043694505,0.03166389184598663,0.014066733698710443,0.4175004030591552,0.5169743910683703,0.5807346349979952,-0.5498465372254673,0.14628909558871758,-0.027926279817141523,-0.33764865153282275,13.509097148300414
HRP,DCC,0.07403840229079117,0.1658092806762097,0.1368534651180703,1.2160331614247,-150.0442558818265,0.0001366501467557265,,0.1780843796321689,0.4049928663122207,0.5139997046095568,0.5600038117137466,-0.5183412435183341,0.1428371815220457,-0.025508014428671105,-0.3854882327977345,15.916388742680427
HRP,GARCH,0.0738575767240699,0.16599225934214398,0.13671338402933156,1.2185426886308994,-149.1246668834579,0.00013827285566167427,,0.14888101123998654,0.40370380758713126,0.5125922235791578,0.5587935702263527,-0.5138439251176457,0.14373542843220352,-0.025489913891060863,-0.36896082106716016,15.790776711145371
HRP,Historical,0.07975454231529677,0.17208970716689842,0.1673813056989591,1.0316294286022152,-145.97755796823495,0.00019902325043694505,,0.023296075201427055,0.42723634047191966,0.5322707497941535,0.5935841213413705,-0.520481091742117,0.15323235287635154,-0.026413847965712774,-0.36001466510134916,14.549749366032865
MVP,DCC,0.07439552073211164,0.14325468437260336,0.11163992388414982,1.2868319288582173,-150.0442558818265,0.0001366501467557265,,0.5499673361543608,0.44660031477491774,0.5727658771468146,0.6206068093063336,-0.47009003196949717,0.15825802648999576,-0.021349920944401312,-0.27348896445800397,22.291669764316893
MVP,GARCH,0.07342572431602945,0.1438988872539461,0.11144856461775345,1.2945410520579976,-149.1246668834579,0.00013827285566167427,,0.5539336497258998,0.4389388420280715,0.5645453968842321,0.6112465154705361,-0.4550208740157824,0.1613678152125449,-0.021427385001138468,-0.22411299979255805,21.300146476263045
MVP,Historical,0.07355034675023409,0.14317210111251288,0.13636594282354592,1.0526072524255357,-145.97755796823495,0.00019902325043694505,,0.015747530965416475,0.4412943572587024,0.5675200843865987,0.6143113127228861,-0.39834043000415786,0.1846419324030613,-0.021359991383916647,-0.31542251495273466,17.559307536925303
Naive,N/A,0.08072306650080208,0.19202906179793633,0.188878117750651,1.0200952044074976,-145.97755796823495,0.00019902325043694505,,0.014330998964556908,0.4065118391688502,0.5006346922869208,0.5662713067157478,-0.5734901382530426,0.1407575494614424,-0.029491174678919672,-0.313811125714021,12.36996542084971
