Model,Covariance Type,Window Index,Mean Return,Forecasted Std,RC RMSE
Naive,N/A,0,0.0037876999744073728,0.01871852137485204,
MVP,Historical,0,0.002035189082059806,0.009131284898801917,
HRP,Historical,0,0.003276332271230626,0.014380617666611866,
ERC,Historical,0,0.0035299660499480663,0.016223245096101496,0.000841933815567315
MVP,GARCH,0,0.0020473678872709677,0.00816962422673401,
HRP,GARCH,0,0.0032508261939193338,0.013699800056096265,
ERC,GARCH,0,0.003497326730374647,0.015266598760568576,0.0007501341822653384
MVP,DCC,0,0.002557554087281054,0.007718269447269567,
HRP,DCC,0,0.003279104883127865,0.012602399978131227,
ERC,DCC,0,0.0035012131710771,0.014133498760153507,0.0007681454520125479
Naive,N/A,1,-0.0031685690880803286,0.018739840724789153,
MVP,Historical,1,-0.0011714856533397103,0.009151920149883004,
HRP,Historical,1,-0.0023758093066625205,0.014406488088721789,
ERC,Historical,1,-0.002667952554822467,0.01624761768294384,0.0008210175952427127
MVP,GARCH,1,0.0004168177956153336,0.006951167660767925,
HRP,GARCH,1,-0.002409263900400049,0.011973507439126101,
ERC,GARCH,1,-0.0027158718386405163,0.01335205875096399,0.0008244833355535439
MVP,DCC,1,0.00012255594157413278,0.006575004612126123,
HRP,DCC,1,-0.0024437926108756736,0.011068104308131477,
ERC,DCC,1,-0.0027164739970973123,0.012378753943283872,0.0007835411192495556
Naive,N/A,2,0.0011612261773680291,0.01880509625329878,
MVP,Historical,2,-0.0003271871081106978,0.009173709530394921,
HRP,Historical,2,0.0007680868270977129,0.014465919501158527,
ERC,Historical,2,0.0009686412497877902,0.01630078926452916,0.00089278961756514
MVP,GARCH,2,0.0009500882773620413,0.007695990145848709,
HRP,GARCH,2,0.0008163333436967122,0.012451964161432976,
ERC,GARCH,2,0.0009562093156876221,0.013844109575087901,0.0008982923508660212
MVP,DCC,2,0.0011785332227630253,0.007366806580438584,
HRP,DCC,2,0.000845640231903991,0.011611023797737529,
ERC,DCC,2,0.0009902637772000614,0.012944958688755583,0.0008812524519110465
Naive,N/A,3,0.005832163771758281,0.018808029810218882,
MVP,Historical,3,0.002169103878522832,0.009188551578081818,
HRP,Historical,3,0.004678828740244263,0.014498718701630796,
ERC,Historical,3,0.005145561439936748,0.016306346236353082,0.0012300273024299113
MVP,GARCH,3,0.002216735694904078,0.00760388402353212,
HRP,GARCH,3,0.00467986385663003,0.012009977128984549,
ERC,GARCH,3,0.005191239397189221,0.013256244134914424,0.00112849348331753
MVP,DCC,3,0.0017858517290373736,0.007191873872300905,
HRP,DCC,3,0.004577717723949359,0.01109316769852946,
ERC,DCC,3,0.005141907576815877,0.01239784614841226,0.0011176574945379767
Naive,N/A,4,-0.0025686795234164915,0.018837591687269586,
MVP,Historical,4,-0.0006674517243189697,0.009211320612036866,
HRP,Historical,4,-0.0018006151720741854,0.014503883099107464,
ERC,Historical,4,-0.002099979481047266,0.016333312421544833,0.0010708198832665747
MVP,GARCH,4,0.0003271290556308138,0.007152587679371939,
HRP,GARCH,4,-0.0018950281830142583,0.011646948572007947,
ERC,GARCH,4,-0.002188351301272564,0.012807995016130553,0.0009757944180099994
MVP,DCC,4,0.00011336399778123802,0.0067442236949909135,
HRP,DCC,4,-0.001830286035137091,0.010852325898454784,
ERC,DCC,4,-0.0021611987191334516,0.01197147277511154,0.0009593029591410958
Naive,N/A,5,-0.0006206071328512738,0.01885659146348324,
MVP,Historical,5,2.016648114363164e-05,0.009232824144656714,
HRP,Historical,5,-0.0005851592111746909,0.014462164635362703,
ERC,Historical,5,-0.0005724761704390388,0.01635435622624176,0.000892595844019118
MVP,GARCH,5,0.0010929423240837789,0.006868002905168983,
HRP,GARCH,5,-0.00035066718625364167,0.011017562341261547,
ERC,GARCH,5,-0.0004751624495622435,0.012136229247827734,0.0008220838797240917
MVP,DCC,5,0.0012147975483357896,0.0064904001739475815,
HRP,DCC,5,-0.00039582872063348114,0.010274676239731613,
ERC,DCC,5,-0.00047553144602760776,0.011345212119857239,0.0007990790855114672
Naive,N/A,6,0.004109733133561139,0.018909433490628645,
MVP,Historical,6,0.002119266643548267,0.009254273455811531,
HRP,Historical,6,0.0034698017520332245,0.014601691944810768,
ERC,Historical,6,0.003761712308215972,0.01640513602018622,0.001483147808325346
MVP,GARCH,6,0.0024374475373043296,0.006930823782502996,
HRP,GARCH,6,0.0034210680762267404,0.01170432376619966,
ERC,GARCH,6,0.0036928120010654383,0.012915027380662192,0.0014494680663536855
MVP,DCC,6,0.0027175412640635605,0.006591357873158825,
HRP,DCC,6,0.003394933775782187,0.010849993750256751,
ERC,DCC,6,0.003705189645075029,0.01208053402596812,0.0014554449143899613
Naive,N/A,7,0.0021828426822327078,0.018919181617420663,
MVP,Historical,7,0.001097521929900365,0.00925158345471748,
HRP,Historical,7,0.00216164248576364,0.014605413363389382,
ERC,Historical,7,0.002189882359603321,0.016409995792275794,0.0012222338576863634
MVP,GARCH,7,-0.00021507882269233467,0.006019864067429231,
HRP,GARCH,7,0.001832301131741456,0.010371404886767629,
ERC,GARCH,7,0.001989901003923996,0.011462895286755806,0.001106724371459413
MVP,DCC,7,-0.00023157930508593228,0.005701269585892993,
HRP,DCC,7,0.001839742208825304,0.009613323559711496,
ERC,DCC,7,0.0020137035525893627,0.010706468503929749,0.00108489906605111
Naive,N/A,8,0.0024992130755855852,0.018935870347239096,
MVP,Historical,8,0.001985374171419147,0.009256359196986997,
HRP,Historical,8,0.002090988334260865,0.01458765369253245,
ERC,Historical,8,0.0022279656944801654,0.016424200669639268,0.0014577263776649385
MVP,GARCH,8,0.0018072297964956574,0.0061407375633216795,
HRP,GARCH,8,0.0021437911769061338,0.010206132791303078,
ERC,GARCH,8,0.0023159199162486486,0.011267144385987063,0.001392946849191626
MVP,DCC,8,0.0018039422833851723,0.005744237803974054,
HRP,DCC,8,0.0021040165744144646,0.00941293646879738,
ERC,DCC,8,0.002311148983856196,0.010510571390177857,0.0014287041702062452
Naive,N/A,9,0.0010545218487209272,0.018943791429077674,
MVP,Historical,9,-0.0008027567928189374,0.009259471642644002,
HRP,Historical,9,0.0008467530497015459,0.01459548169907476,
ERC,Historical,9,0.0009669246830213201,0.016433152592917055,0.0017391992675348793
MVP,GARCH,9,-0.0022529072298242804,0.00562272485940667,
HRP,GARCH,9,0.0006731234791008051,0.009561683844155575,
ERC,GARCH,9,0.0008490298399318069,0.01058052338824516,0.0016137728730305485
MVP,DCC,9,-0.0018205365802256956,0.0052205296323138166,
HRP,DCC,9,0.0006561180453803321,0.008810825313763537,
ERC,DCC,9,0.0008276795284762218,0.009862885765961012,0.00165266214218798
Naive,N/A,10,0.0026512423023006865,0.01893772184131086,
MVP,Historical,10,-0.00010578825105139809,0.009260417447230117,
HRP,Historical,10,0.0016379670751814578,0.014628133043143888,
ERC,Historical,10,0.002136124326551419,0.016435700530129084,0.0018007880435165955
MVP,GARCH,10,0.0014282896014106807,0.00577000794030487,
HRP,GARCH,10,0.0017262874617886038,0.009568236129938443,
ERC,GARCH,10,0.002170050319450246,0.010631466708285527,0.0019218099490832077
MVP,DCC,10,0.001411298601577624,0.005381186451846099,
HRP,DCC,10,0.001690268040463902,0.0089435322786539,
ERC,DCC,10,0.0021517386835404302,0.009990226561645037,0.0019054791482959038
Naive,N/A,11,-0.0012006284307733764,0.01894319424240493,
MVP,Historical,11,0.00029688444745550545,0.009255736697071242,
HRP,Historical,11,-0.0006201505191829027,0.01461722533161884,
ERC,Historical,11,-0.0008894248331714812,0.01643769155789898,0.0009772945892610552
MVP,GARCH,11,0.0006784282345169622,0.005674108319135719,
HRP,GARCH,11,-0.000795352283647626,0.009815111431835909,
ERC,GARCH,11,-0.0010614375585158331,0.01092840557690649,0.0009265832521800167
MVP,DCC,11,0.00018658744577244234,0.0053340225545687285,
HRP,DCC,11,-0.0007804033602814513,0.009094588599972182,
ERC,DCC,11,-0.0010455653630334388,0.010237105178073313,0.0009307480594589904
Naive,N/A,12,0.004574505973132447,0.018985247164624287,
MVP,Historical,12,0.001977309941383568,0.009264073232271143,
HRP,Historical,12,0.00338674978761398,0.014728118026934202,
ERC,Historical,12,0.003845552607346135,0.016475873059348674,0.001484109152980358
MVP,GARCH,12,0.0016749393651291696,0.00637802533436674,
HRP,GARCH,12,0.0035043332875034777,0.010125971645082426,
ERC,GARCH,12,0.0039897754377881955,0.011050594278521704,0.0014173250653184285
MVP,DCC,12,0.0013945261668353904,0.0059365832671926825,
HRP,DCC,12,0.0034133722555480485,0.009401939434715366,
ERC,DCC,12,0.003921248874087846,0.01042260273763949,0.0013879986888790813
Naive,N/A,13,0.0016246372496030656,0.019000152743449218,
MVP,Historical,13,0.002168762857294779,0.009269054099271262,
HRP,Historical,13,0.0015569634406658584,0.014628924009762328,
ERC,Historical,13,0.0015577091261812386,0.016494091503988634,0.002578284929676414
MVP,GARCH,13,0.00037447627985369604,0.006062766526706403,
HRP,GARCH,13,0.0014752707303663953,0.009775787210916532,
ERC,GARCH,13,0.0015353031958593873,0.010728989733406807,0.002437640993575926
MVP,DCC,13,0.00038092348541581147,0.005662670734534174,
HRP,DCC,13,0.0014578844569907597,0.009125218668888314,
ERC,DCC,13,0.0015137368977214721,0.010113672309171472,0.00248137850102093
Naive,N/A,14,0.0006463315481512989,0.019013517681578777,
MVP,Historical,14,-0.001126391710691352,0.009270472353092151,
HRP,Historical,14,-0.000111325070531028,0.014671116487484582,
ERC,Historical,14,0.0002698487303982219,0.016504761352480798,0.002814582859809047
MVP,GARCH,14,-0.0003210431295716671,0.005473430163573596,
HRP,GARCH,14,2.6005956781041804e-05,0.009026249578325048,
ERC,GARCH,14,0.00031185508912100543,0.00993144700883043,0.002615767751543369
