Model,Covariance Type,Ann. Return,Ann. Std,Ann. Std (fcst),Real / Fcst Std,Avg QLIKE,Avg Cov RMSE,ERC RC RMSE,Avg L1 Dist,Avg Turnover,Ann. Sharpe,Ann. Sharpe (rf=0),Ann. Sortino,Max Drawdown,Calmar Ratio,CVaR (95%),Skewness,Excess Kurtosis
ERC,DCC,0.0699351599097675,0.1831220636048949,0.1515829356982679,1.2127390584972155,-143.40676711177392,0.0001398060656554,0.0315337439501385,0.4689339243824097,0.0751690717702197,0.3743843964446324,0.4610513340253461,0.5180629333465486,-0.5452263970986992,0.128268110791979,-0.0283935786498001,-0.3541676474325444,13.48497518236398
ERC,GARCH,0.070770775476892,0.1831900449003347,0.1508488565388366,1.219002621439974,-142.26358807569915,0.0001414862025796,0.0314048120109785,0.4738518006433059,0.0739787774958857,0.3785682469674372,0.4652037860109828,0.5241881114279222,-0.5385745952750278,0.1314038502702718,-0.0283729787521584,-0.3448137882033446,13.371097487450347
ERC,Historical,0.0738535825716339,0.1883803214370304,0.180698844929119,1.0464454926453617,-139.44933030408265,0.0002027731193191,0.0329584032063012,0.48794965484552216,0.0139867345502366,0.3885363265705964,0.4727861453036185,0.5392454053293716,-0.552019715607288,0.13378794358891,-0.0291545065683676,-0.3320202353908477,12.953111985495058
HRP,DCC,0.0665827765563555,0.1714546813823287,0.1405155182043182,1.225039472578076,-143.40676711177392,0.0001398060656554,,0.6437647694095221,0.1759234241429953,0.3694602170631709,0.4620239069632483,0.509164078750054,-0.5125852858863194,0.1298959966071328,-0.0265744838538729,-0.3995391602789441,14.777053931245389
HRP,GARCH,0.0667032587441383,0.1720602149717706,0.1405763101346097,1.2288973017820195,-142.26358807569915,0.0001414862025796,,0.6447086944832213,0.1509637796267586,0.3694223007658916,0.4616612253005604,0.5093843907999214,-0.5131477998241436,0.1299883947022623,-0.0266600577214415,-0.3999279241291525,14.482752984224804
HRP,Historical,0.0724658697588169,0.179314012434019,0.1706351847925732,1.0549057104510706,-139.44933030408265,0.0002027731193191,,0.6729813398044926,0.019983173570292,0.3916445883940621,0.4801587292303753,0.5426327761450563,-0.5271142971872845,0.1374765779367007,-0.0277707664961949,-0.3624156484675266,13.886885379063566
MVP,DCC,0.0578966434611794,0.1452000332602611,0.1147320273290874,1.2712983214345832,-143.40676711177392,0.0001398060656554,,1.363529025737048,0.5418167476292807,0.3512591460087447,0.4605485198115638,0.4796224664914356,-0.447372784834391,0.129414764205229,-0.022265928710997,-0.5793850613875966,17.392539678955725
MVP,GARCH,0.0563445748303284,0.1468253910039179,0.114729763824999,1.2848201032918465,-142.26358807569915,0.0001414862025796,,1.3799549894780114,0.547265276483038,0.3389433700148288,0.4470292031570508,0.4645891229202953,-0.4342848852258629,0.1297410449848483,-0.022421861017457,-0.4769191343143129,17.43023311194441
MVP,Historical,0.0599671958460117,0.1501568779503943,0.1388191539682076,1.0841165683714102,-139.44933030408265,0.0002027731193191,,1.4341168338647217,0.0125872820487901,0.3574246459287807,0.4631186014455484,0.4966486301097884,-0.4361235871375603,0.1375004645806903,-0.0226250336364659,-0.2526743988901839,16.44921849480187
Naive,,0.0731282980195706,0.1981012896375564,0.1917688883506846,1.0368471286435803,-139.44933030408265,0.0002027731193191,,,0.0142611428019414,0.3755712350859261,0.4556838579477712,0.5218762324455639,-0.5746862686456777,0.1272490783395728,-0.0306282439622252,-0.3076575543668153,11.96019305603409
