Date,Academic & Educational Services,Telecommunications Services,Energy - Fossil Fuels,Renewable Energy,Banking & Investment Services,Insurance,Real Estate,Investment Holding Companies,Healthcare Services & Equipment,Pharmaceuticals & Medical Research,Industrial Goods,Industrial & Commercial Services,Consumer Goods Conglomerates,Transportation,Chemicals,Mineral Resources,Applied Resources,Food & Beverages,Personal & Household Products & Services,Food & Drug Retailing,Technology Equipment,Software & IT Services,Financial Technology (Fintech) & Infrastructure,Utilities,Automobiles & Auto Parts,Cyclical Consumer Products,Cyclical Consumer Services,Retailers
2006-06-01,,,236.903914,,152.037995,,216.842395,,185.107703,85.077139,182.488817,148.840714,,243.468062,,298.174613,134.506807,124.986503,,,87.081032,,,168.698535,,181.577279,105.336592,116.937917
2006-06-02,,,240.000703,,152.69795,,218.480813,,185.60564,85.360333,182.165933,148.960351,,244.68971,,302.675463,134.129705,124.882335,,,86.977675,,,170.566549,,180.185021,105.232067,116.043976
2006-06-05,,,232.664711,,149.880285,,219.278986,,182.780725,83.919964,177.535599,145.90941,,237.681416,,288.522668,131.599625,123.231591,,,84.795614,,,168.694983,,174.961993,104.00808,114.26097
2006-06-06,,,232.424619,,149.493568,,216.840617,,182.734536,84.017715,175.058432,145.247411,,237.324114,,285.113044,130.5492,123.729773,,,84.54585,,,168.522103,,172.40084,103.724796,113.715541
2006-06-07,,,224.537839,,150.280588,,217.573651,,183.840409,84.288012,173.846633,144.19153,,234.192291,,275.285725,129.070145,123.094316,,,83.068624,,,167.578142,,171.578501,103.967548,113.512402
2006-06-08,,,226.25776,,150.565935,,217.639135,,183.52611,84.557673,173.000905,143.300885,,233.818156,,275.477077,129.851076,122.603312,,,82.417769,,,168.499507,,171.324851,103.510944,113.844007
2006-06-09,,,224.005901,,150.224704,,218.771336,,182.357634,83.977012,172.865408,143.050626,,231.684507,,273.080458,130.027016,122.751483,,,81.915423,,,169.430865,,172.24125,103.074219,113.250307
2006-06-12,,,219.32877,,148.161132,,214.972296,,180.273919,83.19592,168.988332,140.415857,,228.197052,,264.485245,127.679388,122.156661,,,79.67492,,,169.228202,,169.063021,101.788491,111.485041
2006-06-13,,,212.980398,,145.035373,,213.597196,,179.236397,82.855473,167.890604,137.922747,,228.016702,,256.809674,126.572662,120.398438,,,79.548765,,,166.81149,,166.881924,100.584825,111.40613
2006-06-14,,,218.169782,,144.153706,,212.783653,,179.418557,83.173687,170.311654,138.950969,,229.923995,,263.326141,127.285149,120.632532,,,80.692768,,,166.16166,,168.552608,100.964144,112.225221
2006-06-15,,,226.387283,,147.823767,,216.971262,,182.036053,84.44608,175.705597,142.405625,,238.156681,,277.827533,129.664285,121.619884,,,83.462321,,,168.70743,,173.831517,102.661339,114.825296
2006-06-16,,,225.14152,,146.756106,,216.329506,,181.657705,84.227991,175.555103,141.946209,,237.854151,,275.216863,128.979067,121.996216,,,82.704937,,,168.612606,,172.728495,102.446586,114.000748
2006-06-19,,,217.826546,,145.485735,,214.320519,,179.703526,83.418966,173.336933,140.014627,,236.254214,,267.63538,127.125084,121.560068,,,82.083618,,,166.405027,,170.648426,101.985427,113.384205
2006-06-20,,,216.322697,,145.826138,,213.48675,,178.53934,83.297988,173.041128,139.651017,,236.259116,,268.778296,127.103082,122.17683,,,81.691415,,,166.587052,,169.031028,101.948236,113.328671
2006-06-21,,,220.676807,,147.313236,,216.499966,,180.086774,83.569428,175.702553,141.941058,,242.635122,,277.811465,129.491463,122.569974,,,83.098414,,,166.709426,,172.306938,102.699358,114.620998
2006-06-22,,,221.527476,,146.838723,,215.415893,,179.248499,83.056752,174.731123,140.991518,,241.879991,,276.24032,129.076604,122.715625,,,81.787416,,,165.864265,,172.30846,101.750886,113.860918
2006-06-23,,,225.691248,,145.995616,,214.87277,,177.927045,83.108414,175.114379,141.404156,,243.08633,,280.331799,128.965379,121.938723,,,81.071884,,,166.25788,,172.91493,101.578596,113.433497
2006-06-26,,,228.298787,,147.19173,,217.269261,,176.717424,83.276764,175.958799,142.269021,,243.417122,,281.269781,129.69691,122.452657,,,81.473146,,,167.174585,,174.537042,102.049868,113.932388
2006-06-27,,,229.319722,,145.539444,,216.023776,,174.40943,82.224786,173.773274,140.562701,,240.252908,,277.486911,128.204857,121.965245,,,79.839308,,,166.568756,,171.209816,101.06548,112.172138
2006-06-28,,,233.633532,,145.97707,,216.575569,,174.878276,82.452655,173.998244,141.014177,,242.145773,,280.569023,128.2926,122.324287,,,80.058988,,,167.504189,,170.471244,101.461172,112.340787
2006-06-29,,,240.099264,,149.541901,,220.784884,,177.737966,84.025834,178.919114,144.532572,,249.698655,,295.321724,131.689898,123.940122,,,82.672183,,,169.717873,,175.386377,103.623446,114.350709
2006-06-30,,,238.647356,,148.561992,,221.9352,,177.376456,84.707369,179.228913,145.107269,,251.439514,,297.344969,131.75341,123.932379,,,81.934322,,,170.498431,,174.184472,103.79843,113.621675
2006-07-03,,,241.616048,,150.242618,,224.254519,,178.095846,85.040574,179.651155,145.490004,,253.789952,,303.749632,132.18816,124.890847,,,82.804511,,,172.041217,,174.678521,104.06879,113.373163
2006-07-04,,,241.616048,,150.242618,,224.254519,,178.097098,85.040574,179.651155,145.491623,,253.789952,,303.749632,132.18816,124.886695,,,82.804511,,,172.041217,,174.678521,104.06879,113.373163
2006-07-05,,,242.321876,,149.176952,,224.014406,,176.791015,84.87031,177.46604,143.435007,,251.46416,,297.751088,131.167331,124.227968,,,81.011842,,,171.101605,,172.318411,103.231212,111.841893
2006-07-06,,,242.442734,,149.509281,,225.018883,,177.23287,85.365922,178.240578,143.293236,,249.010621,,298.364969,131.339186,126.371468,,,81.113768,,,170.488978,,172.956423,103.051763,111.598098
2006-07-07,,,239.235957,,148.56341,,224.040858,,177.03349,85.376525,175.684528,141.209708,,246.359856,,295.04042,130.022449,126.271997,,,79.853618,,,171.507891,,171.247208,102.124965,110.518674
2006-07-10,,,239.925117,,149.098004,,225.752971,,177.436942,85.447057,176.244152,140.727007,,247.620026,,294.473253,130.940632,126.784091,,,78.007171,,,172.42389,,171.043591,102.10979,110.790782
2006-07-11,,,243.818454,,149.279004,,225.168153,,178.138009,85.354751,177.217192,140.896072,,248.012895,,293.447832,130.074818,127.880292,,,79.136089,,,173.641483,,170.562247,102.501674,110.605987
2006-07-12,,,243.176783,,147.289021,,224.85057,,176.918982,84.623741,174.950267,139.276597,,244.062862,,291.591392,128.772966,126.960185,,,76.986764,,,172.418078,,166.72525,101.164113,108.068224
2006-07-13,,,241.083094,,145.080696,,221.580869,,175.521181,83.820887,171.185134,136.813348,,238.115386,,279.673304,126.52574,126.159013,,,75.754485,,,171.769758,,164.684134,98.970036,106.652667
2006-07-14,,,243.688677,,144.662098,,218.877709,,174.231023,83.087472,168.334039,136.178311,,235.229307,,279.802226,126.135389,125.882292,,,75.549607,,,171.720492,,161.478255,97.900677,104.974423
2006-07-17,,,236.909431,,144.470529,,218.613887,,175.007966,83.255793,166.739545,135.679942,,233.546266,,271.229239,125.870521,126.009574,,,75.644674,,,172.00685,,162.126493,98.752967,105.447898
2006-07-18,,,237.542087,,145.083067,,220.096139,,174.517325,83.347841,167.199002,136.051165,,235.159263,,272.381981,126.104664,127.215911,,,75.716894,,,172.602125,,161.068096,98.830276,104.15906
2006-07-19,,,239.745388,,148.83146,,225.175423,,178.486236,85.231536,172.031693,138.627742,,240.791918,,283.749014,129.562825,127.665464,,,77.216938,,,174.969523,,165.573342,100.325575,106.589919
2006-07-20,,,234.688248,,147.884554,,221.976264,,178.197139,85.216359,168.198735,135.619656,,230.96325,,271.421592,127.530451,127.94741,,,76.162948,,,175.678221,,161.669974,99.098978,105.381908
2006-07-21,,,231.090835,,146.726866,,218.023918,,177.673052,85.425948,165.789541,132.938241,,228.582681,,265.025196,125.370183,127.994481,,,73.639072,,,176.014278,,161.256585,98.049578,104.170006
2006-07-24,,,237.828359,,148.746999,,223.232014,,179.946378,87.529534,169.36947,134.433785,,233.756215,,269.60256,126.957878,128.391077,,,75.464406,,,177.633793,,166.560409,99.689762,106.554002
2006-07-25,,,242.096008,,149.090831,,225.661123,,182.853056,88.101795,171.367767,136.005208,,226.406668,,275.990005,128.736152,129.297617,,,75.988334,,,178.570691,,168.425458,100.190485,107.50383
2006-07-26,,,246.107961,,148.778968,,227.461212,,183.626236,88.635093,169.77935,133.861628,,218.929716,,274.445158,128.987785,129.584493,,,76.042856,,,179.225928,,167.020739,99.335058,105.230468
2006-07-27,,,244.62105,,148.13501,,224.399076,,182.063958,88.695375,169.211306,133.601486,,217.798421,,269.691746,128.10209,128.939863,,,75.912729,,,178.195173,,163.700645,99.180349,104.071468
2006-07-28,,,244.827757,,150.79999,,227.965565,,183.450636,89.660241,170.846436,135.998773,,223.120199,,276.530132,129.712737,130.192713,,,77.780727,,,179.293447,,166.525165,99.901511,105.639671
2006-07-31,,,248.310986,,149.928186,,225.352065,,182.537653,88.913402,170.439914,135.608828,,221.563723,,279.343053,129.544209,130.119745,,,77.580349,,,178.912093,,165.528516,99.907164,105.779528
2006-08-01,,,249.258347,,149.495146,,224.568419,,182.400519,88.853988,169.357942,134.515922,,217.901013,,277.215665,128.283114,129.768649,,,76.036962,,,180.756989,,162.917223,98.913216,104.686031
2006-08-02,,,249.814384,,150.143765,,225.345852,,184.344734,88.989806,170.751904,136.343023,,219.255709,,282.347995,128.491082,129.868761,,,76.74604,,,180.610554,,163.521186,100.008602,104.948864
2006-08-03,,,248.221018,,150.9462,,229.122613,,179.866212,89.203549,172.578355,138.177572,,224.193065,,281.745292,130.161596,129.493524,,,77.444152,,,179.608027,,167.374409,99.579305,106.959137
2006-08-04,,,246.550267,,151.530116,,231.004375,,179.272208,89.109264,172.609283,137.916414,,220.778292,,279.369463,129.321191,129.306298,,,77.176754,,,179.807916,,167.134318,99.440324,107.394344
2006-08-07,,,248.23274,,150.951795,,228.955041,,179.001023,88.543839,172.109214,136.541324,,217.427558,,280.986526,129.858769,128.656901,,,76.815169,,,177.846037,,167.451721,98.770286,107.036931
2006-08-08,,,247.460276,,150.44543,,224.493285,,179.130636,88.284835,169.875505,135.423672,,215.977113,,276.328065,129.506221,129.633551,,,76.175695,,,179.056487,,164.845151,97.973886,106.09635
2006-08-09,,,248.729216,,148.713713,,220.895258,,178.862297,88.231637,166.552387,134.737568,,210.544706,,275.578928,129.137105,129.177674,,,77.364019,,,179.091389,,161.07994,96.765281,104.516859
2006-08-10,,,247.409029,,149.361673,,220.360716,,180.215641,88.041078,167.486618,135.854635,,212.989297,,275.975407,129.533414,129.775608,,,77.940674,,,179.066468,,162.098455,97.969091,106.655534
2006-08-11,,,247.103552,,148.571155,,218.099871,,179.536219,87.42328,166.459768,134.680739,,209.837517,,271.07654,128.424901,129.843684,,,77.06113,,,178.55385,,161.271224,97.914761,106.359988
2006-08-14,,,243.13901,,148.388974,,218.575811,,179.240763,87.773167,166.604543,135.044964,,210.883567,,268.604605,128.022179,130.15828,,,78.231132,,,179.269891,,160.824229,98.250492,106.842829
2006-08-15,,,243.671997,,151.096951,,221.915688,,180.982357,88.717731,169.948078,137.822892,,216.838003,,274.513052,129.543953,130.660049,,,80.795644,,,180.780735,,164.010686,99.274837,108.531918
2006-08-16,,,242.205447,,151.90158,,222.836994,,181.872136,89.611863,173.514751,139.765778,,224.810146,,279.919268,131.504298,130.533153,,,83.104742,,,179.346739,,167.819948,99.948946,109.835082
2006-08-17,,,241.170499,,152.281813,,223.005949,,183.61966,89.460921,173.781181,140.056193,,223.739851,,275.783509,131.300616,129.891599,,,83.115265,,,178.764476,,168.342614,100.807586,110.516029
2006-08-18,,,244.649913,,152.387571,,223.796232,,183.999286,89.589995,173.240502,140.081495,,222.671455,,277.346694,131.586701,131.774668,,,83.092888,,,180.648332,,168.272605,100.79976,110.173355
2006-08-21,,,246.325945,,151.477289,,223.578539,,183.843589,89.052548,171.657521,138.640047,,218.012787,,279.424793,131.10701,131.829926,,,82.126439,,,180.683158,,166.093921,100.332898,108.575976
2006-08-22,,,247.596221,,151.588677,,225.722397,,183.606613,89.365196,171.67334,138.442043,,218.77662,,280.050123,132.029675,132.055736,,,82.40224,,,181.871414,,166.503013,100.394129,108.406659
2006-08-23,,,244.014972,,151.188929,,223.989514,,182.507475,89.501849,170.451529,136.782509,,216.57711,,276.644527,132.343243,132.108541,,,81.90033,,,179.915474,,163.964692,99.851782,107.204876
2006-08-24,,,246.644155,,151.243674,,225.073408,,184.140877,89.801654,169.310866,136.1561,,214.213902,,273.704366,132.415128,132.758033,,,82.477065,,,180.521585,,163.847218,99.749066,105.590278
2006-08-25,,,247.826322,,150.385945,,225.423179,,183.860166,89.832669,168.709425,136.069428,,215.411484,,276.080654,131.997475,132.773986,,,82.707408,,,180.431605,,163.456955,99.689453,105.275807
2006-08-28,,,244.72875,,151.190949,,227.499716,,185.032408,90.548372,170.319098,137.59024,,217.322653,,274.881354,132.515662,133.214297,,,83.515598,,,181.898546,,166.544684,100.600486,106.494169
2006-08-29,,,243.504636,,150.927369,,227.976037,,186.21419,90.928273,170.438769,137.908199,,216.85437,,275.835663,133.852849,133.867341,,,84.577934,,,182.241215,,168.34554,100.961913,107.437647
2006-08-30,,,239.711868,,151.073101,,229.750841,,186.528279,90.829787,170.815676,138.88454,,216.287488,,273.961089,133.579773,134.0508,,,85.650051,,,180.998018,,168.542447,101.218317,107.782273
2006-08-31,,,238.373985,,151.160109,,230.578062,,186.602388,90.619825,171.901392,139.362725,,217.48953,,276.409066,134.254752,133.55608,,,85.265601,,,183.094978,,168.709707,101.533005,107.742856
2006-09-01,,,241.118169,,151.520735,,229.734573,,186.949057,91.324167,173.094635,140.331346,,218.853601,,280.612223,135.226688,134.077341,,,85.401113,,,182.866347,,169.103455,102.480229,108.877738
2006-09-04,,,241.118169,,151.520735,,229.734573,,186.949057,91.324167,173.094635,140.331346,,218.853601,,280.622575,135.226688,134.077341,,,85.401113,,,182.866347,,169.103455,102.480229,108.877738
2006-09-05,,,243.497806,,152.048343,,231.587149,,186.428231,91.086051,174.940039,140.288495,,218.486467,,286.253594,135.677845,133.21871,,,86.050921,,,181.417781,,169.191097,102.28882,109.632272
2006-09-06,,,236.422253,,151.258824,,230.41776,,185.126733,90.369399,172.64025,138.198566,,214.987095,,280.479556,134.568579,132.613707,,,83.665912,,,180.215067,,165.920789,101.439397,108.378012
2006-09-07,,,236.515516,,150.06546,,229.5415,,184.191727,89.75599,171.03056,137.271484,,214.315392,,277.191062,133.832283,131.584429,,,83.134751,,,179.856353,,165.655259,101.418924,108.280842
2006-09-08,,,231.811063,,150.679498,,231.185653,,185.055035,90.355652,171.410279,138.19334,,213.638012,,274.386631,134.405136,132.225936,,,83.792266,,,180.123893,,167.361461,102.216058,109.962143
2006-09-11,,,224.493612,,150.66104,,232.050067,,186.014365,90.594368,170.593392,138.219609,,215.175845,,260.855433,134.416863,132.094917,,,84.24858,,,179.531632,,168.900224,102.578526,111.517677
2006-09-12,,,223.144259,,152.828987,,236.919951,,188.018066,91.560359,171.553086,140.545662,,221.725687,,262.845055,135.952881,132.27682,,,86.421358,,,178.695787,,174.955697,104.269721,114.470986
2006-09-13,,,227.032248,,154.081948,,237.965301,,187.323579,91.505115,173.765196,141.051953,,226.033255,,269.036074,135.722517,131.815896,,,86.260412,,,179.157653,,174.101085,104.235997,115.103898
2006-09-14,,,222.926709,,154.28717,,236.699845,,187.094499,91.460268,172.901353,140.634976,,224.053637,,264.075448,134.887709,132.064353,,,86.417158,,,178.217107,,174.465148,103.762856,115.484498
2006-09-15,,,222.83774,,154.818747,,239.044622,,187.414362,91.634322,173.801321,141.030443,,223.332452,,264.675378,134.996107,132.464386,,,86.197864,,,178.622312,,175.990614,104.296159,115.563704
2006-09-18,,,228.262676,,154.749714,,237.140179,,187.290496,91.674007,174.1962,139.528072,,225.812937,,269.655953,134.307992,131.926139,,,86.589832,,,177.805907,,176.192767,103.808891,114.935849
2006-09-19,,,224.575963,,154.839665,,238.69668,,187.577934,91.705586,173.741792,138.727972,,224.071005,,263.967602,134.10527,131.900823,,,86.183564,,,178.261864,,174.815255,104.142223,115.099747
2006-09-20,,,219.398825,,156.318465,,237.842342,,188.728538,92.278581,174.912345,139.50189,,224.474989,,262.749727,134.619877,132.165843,,,87.43517,,,178.001638,,175.570466,105.400934,116.364761
2006-09-21,,,222.501674,,155.456872,,236.228875,,187.21766,91.954624,173.257829,138.324689,,220.384555,,262.653717,133.533506,131.703745,,,86.041691,,,177.48873,,174.027338,105.256603,114.929874
2006-09-22,,,221.235784,,155.17697,,236.5423,,184.892165,91.640495,172.160648,137.519869,,219.691852,,259.87014,133.287567,131.435328,,,85.399785,,,177.211192,,175.419551,104.677603,114.892757
2006-09-25,,,221.464755,,156.86752,,236.864106,,184.726583,92.179172,174.252818,139.045752,,221.083497,,258.804225,134.591573,129.997003,,,87.209675,,,179.472657,,177.829081,106.336358,116.717882
2006-09-26,,,226.153976,,157.74973,,236.889844,,184.633543,92.341083,176.048581,140.569769,,226.366838,,266.204052,135.576791,130.069507,,,87.785115,,,179.479251,,180.446575,107.114774,117.349596
2006-09-27,,,229.464211,,157.278136,,238.189725,,184.312452,92.894369,176.485983,140.864881,,227.955336,,266.235961,135.38024,130.87691,,,87.600779,,,181.570808,,179.463859,107.291088,116.967783
2006-09-28,,,229.65817,,157.673751,,237.403731,,184.226234,92.80042,177.470246,141.696226,,227.50163,,266.353221,135.824836,130.693324,,,88.18712,,,180.90091,,179.810132,106.731558,117.809488
2006-09-29,,,230.448956,,157.215925,,236.236389,,184.018628,92.935562,176.337308,140.706487,,226.837552,,265.889134,135.061777,130.267319,,,87.600913,,,179.202972,,177.837334,106.837246,116.44747
2006-10-02,,,226.044981,,156.163322,,235.99144,,182.366581,92.415379,176.590617,140.064257,,225.129824,,265.879514,134.905894,129.640592,,,86.926062,,,180.416036,,178.10846,106.688224,115.960588
2006-10-03,,,218.613598,,157.603881,,236.943248,,182.202453,92.722281,177.41837,139.774671,,227.430733,,255.942545,134.911874,128.945407,,,86.949746,,,180.933518,,177.591228,107.560357,117.961111
2006-10-04,,,221.871711,,159.786173,,239.464735,,184.604394,93.253112,179.628078,141.63531,,231.979834,,256.92065,135.88771,130.16685,,,88.482585,,,181.961948,,180.951539,108.821277,120.238313
2006-10-05,,,225.276628,,159.94675,,240.794033,,186.343585,93.077862,181.732152,142.962958,,234.915535,,266.996146,136.80575,130.808226,,,88.584876,,,181.531369,,180.822364,109.583495,120.055261
2006-10-06,,,225.545752,,159.413742,,238.826774,,185.11855,93.009843,181.293136,142.483787,,232.090615,,267.573827,136.633437,130.388037,,,88.376546,,,180.397584,,180.273826,109.758615,118.863681
2006-10-09,,,222.854982,,160.359625,,240.696224,,184.756649,93.037197,181.841515,143.160516,,232.231824,,271.833225,136.89665,130.275312,,,88.788144,,,180.485331,,182.567402,110.304203,119.753328
2006-10-10,,,226.437055,,160.456813,,240.829843,,184.715955,92.811194,182.338367,143.025789,,234.399227,,276.057036,137.070511,129.526083,,,88.776859,,,181.596452,,184.556644,110.287677,120.113304
2006-10-11,,,223.486182,,159.333726,,240.50565,,184.516734,92.57766,181.799504,142.718105,,232.576195,,274.193289,136.909356,129.84378,,,89.033203,,,182.055662,,183.747789,109.918042,119.992417
2006-10-12,,,227.816501,,160.301973,,244.733998,,186.149858,93.244069,184.795247,144.338223,,235.094607,,279.767471,137.840671,129.656338,,,90.493225,,,182.763549,,186.769859,111.331345,121.650044
2006-10-13,,,230.868215,,160.607383,,245.568416,,185.103678,93.173669,184.772739,144.505784,,235.841971,,283.546819,139.062731,129.793673,,,91.423049,,,182.706809,,184.999142,111.468812,121.461936
2006-10-16,,,236.114039,,160.18537,,246.962446,,185.168513,93.552853,187.187871,146.038373,,239.488643,,289.076259,138.718428,130.093949,,,91.791951,,,183.52874,,186.060237,111.583234,120.977753
2006-10-17,,,234.31114,,159.707893,,245.702952,,184.511388,94.024526,185.325661,145.357688,,236.190124,,288.053435,137.673388,129.390024,,,90.439071,,,184.508941,,184.050734,111.334013,119.892906
2006-10-18,,,232.85172,,160.090925,,246.882614,,185.853696,95.179015,184.604533,145.571589,,234.479097,,284.64434,138.126079,129.9276,,,89.261234,,,186.153812,,183.352981,111.761152,120.208465
2006-10-19,,,237.409115,,158.931732,,246.61061,,186.391397,94.813753,183.809151,145.486108,,237.90775,,289.867514,138.455145,130.835044,,,89.225326,,,187.00191,,183.423304,111.717179,120.259664
2006-10-20,,,234.956028,,158.866335,,245.997674,,187.227441,95.219648,179.911941,144.888164,,238.807215,,285.458113,138.224292,131.305728,,,89.168122,,,187.973984,,182.054801,111.731087,120.557873
2006-10-23,,,235.166303,,159.961839,,246.402589,,188.092082,95.325201,181.306721,145.828802,,238.04592,,287.995875,138.30499,132.359896,,,89.408634,,,188.745727,,183.551082,112.469153,123.30718
2006-10-24,,,238.800901,,159.954673,,245.991105,,187.339908,95.028346,182.278789,146.174279,,239.339943,,294.759351,137.507074,132.011221,,,88.617211,,,188.670793,,185.027755,112.992487,123.307104
2006-10-25,,,242.995295,,160.641454,,247.595284,,186.024229,95.038334,181.308649,146.666469,,242.007402,,295.49998,137.476751,133.571456,,,89.223564,,,190.251245,,186.842294,112.938015,122.813849
2006-10-26,,,243.012144,,161.78682,,251.822958,,187.205528,95.226513,181.688159,147.198401,,241.808436,,295.225286,138.606066,133.571582,,,89.82439,,,189.818284,,190.541326,114.429021,124.839187
2006-10-27,,,240.454932,,160.381265,,250.078261,,186.386796,94.781405,179.828754,145.997332,,239.532379,,295.077481,137.70674,133.179989,,,87.87809,,,188.630352,,187.422479,113.828613,123.040264
2006-10-30,,,236.992721,,160.769634,,252.410543,,185.735964,94.21974,180.711085,146.698808,,241.306068,,293.010354,138.304931,132.869563,,,88.414699,,,188.68023,,187.605364,114.235275,123.39458
2006-10-31,,,238.850234,,160.393833,,254.89278,,184.924696,93.66619,179.953263,146.041791,,238.861875,,295.656919,136.566773,132.830532,,,88.720996,,,188.918118,,187.233746,113.994181,122.71725
2006-11-01,,,236.708917,,158.655539,,251.516913,,183.147069,93.122283,178.898727,144.983973,,235.883236,,290.741475,135.266032,132.513193,,,87.615136,,,189.985613,,183.445835,113.067125,121.076813
2006-11-02,,,237.103355,,158.529552,,247.559757,,184.626166,93.324206,177.794775,144.670579,,235.620462,,291.921003,135.117415,132.205643,,,87.500819,,,188.536815,,184.100087,113.212658,120.616541
2006-11-03,,,241.676789,,158.278687,,245.695381,,184.324925,93.007128,177.782579,145.005156,,234.031608,,293.562324,134.540303,131.61127,,,87.229293,,,187.81477,,183.154003,112.541957,119.457661
2006-11-06,,,244.071907,,160.551757,,249.159037,,186.843835,94.16156,179.550644,146.491208,,238.123524,,298.912569,135.613536,132.053407,,,88.629667,,,187.289835,,184.965612,114.619347,120.501074
2006-11-07,,,242.127082,,160.906214,,246.897364,,187.344585,94.866632,181.732365,147.556135,,240.024869,,297.614495,135.389265,131.591959,,,89.051496,,,187.043614,,184.698194,114.448487,121.031062
2006-11-08,,,246.454135,,161.421077,,247.264106,,185.312684,93.695254,182.148865,148.560315,,240.006262,,296.089469,136.614841,132.652764,,,89.135389,,,188.789647,,185.243656,115.271051,121.270105
2006-11-09,,,248.41434,,160.364073,,248.079565,,182.633324,91.180446,180.813104,147.839277,,237.553152,,301.607245,136.446631,131.869053,,,89.586774,,,188.788537,,183.568231,115.019865,120.103586
2006-11-10,,,246.175838,,161.30754,,249.318614,,183.311628,91.254266,181.586546,148.618114,,239.934609,,295.692668,136.706394,131.764821,,,90.10178,,,190.004865,,186.596671,114.779942,121.316403
2006-11-13,,,246.109061,,161.47243,,249.513063,,183.306804,91.261133,182.747482,148.930769,,241.909914,,296.236372,137.667454,131.313908,,,91.058204,,,189.934888,,186.371904,115.236534,120.801725
2006-11-14,,,246.87708,,162.282133,,253.388511,,184.650001,91.965552,183.867603,149.849967,,240.887805,,295.425832,138.759805,131.967793,,,92.729469,,,190.533818,,191.074181,115.462036,123.5425
2006-11-15,,,249.062505,,162.561258,,253.575981,,185.555629,92.463056,185.743852,151.135387,,243.496328,,297.319603,138.261534,132.25085,,,93.019554,,,189.928838,,192.830822,115.604022,123.987528
2006-11-16,,,242.149651,,163.444622,,255.864897,,186.48428,92.939758,186.670278,151.790139,,245.910466,,291.004508,139.076797,133.402828,,,93.571035,,,190.348618,,193.625641,116.580373,124.003838
2006-11-17,,,244.297072,,163.220216,,255.094602,,185.868083,93.69422,186.130225,151.843026,,244.688499,,294.610451,138.813295,134.080794,,,92.981976,,,190.497415,,192.913319,116.344623,123.726044
2006-11-20,,,243.449573,,163.446992,,260.942289,,185.411848,93.400076,185.674873,151.328159,,244.23086,,305.698645,138.772634,133.817353,,,93.449512,,,190.180319,,191.917629,116.635408,123.347252
2006-11-21,,,247.800373,,163.399834,,265.087396,,187.663412,92.777403,187.635743,151.676515,,245.185977,,311.230961,138.861728,133.526922,,,92.982015,,,190.326336,,192.726711,116.9441,123.53302
2006-11-22,,,246.543667,,163.935959,,265.343603,,188.499893,92.94586,187.901761,151.540056,,245.421551,,315.645141,139.002113,133.836554,,,94.204273,,,190.756885,,194.27609,117.335384,124.17885
2006-11-23,,,246.543667,,163.935959,,265.343603,,188.499893,92.94586,187.901761,151.540056,,245.421551,,315.645141,139.002113,133.836554,,,94.204273,,,190.756885,,194.27609,117.335384,124.17885
2006-11-24,,,245.661059,,163.300869,,267.042365,,187.904739,92.24664,187.76066,151.363881,,244.409876,,317.24784,139.271402,133.388338,,,94.108502,,,191.07228,,193.530282,116.841308,123.268479
2006-11-27,,,244.66876,,160.168107,,260.650295,,185.957452,91.696908,183.667073,148.425949,,241.94941,,313.246852,137.390032,132.150179,,,91.314983,,,189.056073,,190.279119,115.08626,121.154333
2006-11-28,,,249.250203,,160.58607,,260.834499,,186.607046,91.867258,183.885197,148.887195,,239.762242,,312.208111,138.292946,132.62885,,,92.035943,,,190.312937,,189.736052,115.295956,120.622302
2006-11-29,,,256.576806,,161.258718,,264.273123,,187.574597,92.60711,185.982238,149.983565,,240.369051,,319.077656,139.021525,133.608139,,,92.612624,,,192.760267,,191.749495,116.169965,121.69638
2006-11-30,,,258.535756,,160.592175,,266.82466,,188.256112,92.567122,185.856664,150.035337,,240.537402,,323.306608,139.807348,133.644761,,,92.798849,,,193.108141,,195.537585,115.918548,121.031558
2006-12-01,,,259.883806,,159.923711,,265.750685,,188.472935,92.710119,184.859704,149.160379,,239.292446,,319.842428,139.669792,133.295419,,,91.981869,,,193.790624,,194.802547,116.001793,120.304749
2006-12-04,,,259.898221,,162.119748,,268.504019,,191.337235,91.571009,187.177585,151.005546,,242.364892,,326.976481,141.526671,134.522039,,,93.253587,,,195.741649,,196.516171,117.611814,121.878874
2006-12-05,,,260.872806,,162.95382,,267.883136,,192.007504,91.890419,188.127757,151.175116,,245.267328,,327.168045,143.025888,135.500084,,,93.548788,,,196.175783,,198.361216,118.64036,122.665033
2006-12-06,,,259.138772,,163.27921,,267.309905,,192.780311,91.843723,188.466178,151.258601,,242.653863,,327.322295,142.838543,135.429852,,,93.525753,,,195.133779,,199.407813,118.385078,122.761504
2006-12-07,,,257.812085,,162.589225,,264.782278,,192.821359,91.39904,187.777326,151.36267,,242.578418,,329.401697,142.164927,135.523673,,,92.413524,,,194.162457,,197.384605,118.316705,121.597489
2006-12-08,,,257.598533,,163.136842,,264.741402,,192.92622,91.656785,188.040714,151.275424,,241.773272,,330.100667,142.307297,135.719499,,,92.420903,,,193.756056,,195.379479,118.770709,121.648334
2006-12-11,,,257.202989,,164.170377,,265.346472,,193.280842,91.571951,187.115989,151.147965,,242.37067,,328.754689,142.05252,135.633912,,,92.508856,,,194.572188,,195.866212,119.525179,121.710971
