Date,KO.N,WMT.OQ,AMGN.OQ,CAT.N,VZ.N,CRM.N,JNJ.N,MCD.N,MSFT.OQ,V.N,AXP.N,GS.N,BA.N,CVX.N,MMM.N,PG.N,CSCO.OQ,AMZN.OQ,JPM.N,NVDA.OQ,UNH.N,HD.N,TRV.N,NKE.N,SHW.N,MRK.N,DIS.N,IBM.N,HON.OQ,AAPL.OQ
1980-12-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.128348
1980-12-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.121652
1980-12-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.112723
1980-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.115518
1980-12-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.118866
1980-12-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.126116
1980-12-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.132259
1980-12-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.137839
1980-12-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.145089
1980-12-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.158482
1980-12-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.160714
1980-12-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.156812
1980-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.152348
1981-01-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.154018
1981-01-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.150669
1981-01-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.143973
1981-01-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.137839
1981-01-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.135045
1981-01-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.142303
1981-01-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.141187
1981-01-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.136161
1981-01-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.136723
1981-01-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.139509
1981-01-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.138393
1981-01-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.146768
1981-01-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.142303
1981-01-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.145089
1981-01-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.146768
1981-01-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.146205
1981-01-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.143973
1981-01-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.142857
1981-01-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.138393
1981-01-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.133375
1981-01-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.126116
1981-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.118866
1981-02-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12333
1981-02-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.127795
1981-02-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.127795
1981-02-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.128348
1981-02-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.121652
1981-02-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.121652
1981-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11775
1981-02-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.116634
1981-02-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.113839
1981-02-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.116634
1981-02-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.121652
1981-02-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.114402
1981-02-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.108259
1981-02-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.109937
1981-02-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.106027
1981-02-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.112723
1981-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.114402
1981-02-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.118303
1981-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.118866
1981-03-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.117187
1981-03-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.116071
1981-03-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.115518
1981-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.114402
1981-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.105473
1981-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.100446
1981-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.096545
1981-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.100446
1981-03-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09933
1981-03-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.103241
1981-03-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.108259
1981-03-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.114955
1981-03-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.113839
1981-03-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.114955
1981-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11942
1981-03-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.118866
1981-03-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.116634
1981-03-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.114402
1981-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.110491
1981-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.110491
1981-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.109375
1981-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.108259
1981-04-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11775
1981-04-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.118303
1981-04-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.116071
1981-04-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.114955
1981-04-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.120536
1981-04-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.122768
1981-04-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.124446
1981-04-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.124446
1981-04-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.124446
1981-04-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.118303
1981-04-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.111607
1981-04-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.114955
1981-04-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.122768
1981-04-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.127232
1981-04-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13058
1981-04-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.129464
1981-04-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.128348
1981-04-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.126116
1981-04-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.124446
1981-04-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.126678
1981-05-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.126678
1981-05-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.126116
1981-05-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.125562
1981-05-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.122214
1981-05-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.123884
1981-05-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.125
1981-05-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.122214
1981-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.122214
1981-05-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.121652
1981-05-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.119982
1981-05-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.122768
1981-05-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.125
1981-05-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.122768
1981-05-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.126678
1981-05-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.133928
1981-05-22,0.757875,0.100917,,8.5,,,2.2735,1.574249,,,3.324465,,4.703551,9.875,5.852525,1.058279,,,8.407407,,,,,,0.445333,2.260193,1.163134,13.223052,8.577268,0.140071
1981-05-26,0.76825,0.100917,,8.40625,,,2.359375,1.595756,,,3.33355,,4.722514,10.125,5.878652,1.066032,,,8.444296,,,,,,0.442833,2.301027,1.176034,13.402145,8.539746,0.139509
1981-05-27,0.783875,0.10225,,8.453125,,,2.36725,1.636003,,,3.48008,,4.722514,10.0,5.970203,1.066032,,,8.407407,,,,,,0.445333,2.351203,1.191399,13.820029,8.465151,0.147321
1981-05-28,0.778625,0.10125,,8.46875,,,2.359375,1.666743,,,3.645072,,4.777477,9.8125,5.90478,1.073785,,,8.462963,,,,,,0.445333,2.432871,1.235028,13.820029,8.353033,0.147321
1981-05-29,0.778625,0.100917,,8.5,,,2.390625,1.666743,,,3.589977,,4.814958,9.5,5.878652,1.093136,,,8.51837,,,,,,0.4375,2.523882,1.240205,14.028971,8.109963,0.147884
1981-06-01,0.776125,0.099667,,8.75,,,2.3985,1.697509,,,3.571807,,4.833477,9.21875,6.100839,1.116394,,,8.592741,,,,,,0.448,2.56788,1.291558,14.357309,8.184559,0.147884
1981-06-02,0.770875,0.1,,8.703125,,,2.336,1.663756,,,3.562722,,4.629477,9.15625,6.035416,1.097043,,,8.610963,,,,,,0.445333,2.520717,1.317194,14.297611,8.091277,0.140625
1981-06-03,0.765625,0.099,,8.59375,,,2.3125,1.679015,,,3.553344,,4.610958,9.1875,5.99633,1.100888,,,8.51837,,,,,,0.442833,2.520717,1.345459,14.118518,7.997846,0.140625
1981-06-04,0.763,0.097667,,8.59375,,,2.296875,1.676003,,,3.562722,,4.518514,9.34375,6.153094,1.100888,,,8.462963,,,,,,0.442833,2.520717,1.366,13.849878,7.922952,0.143419
1981-06-05,0.76825,0.09675,,8.71875,,,2.30475,1.660496,,,3.754969,,4.499996,9.53125,6.322817,1.108641,,,8.462963,,,,,,0.440166,2.498718,1.345459,13.909576,8.035069,0.141187
1981-06-08,0.7735,0.098667,,8.703125,,,2.34375,1.651262,,,3.718337,,4.610958,9.34375,6.38824,1.114471,,,8.462963,,,,,,0.440166,2.505047,1.327464,13.909576,8.091277,0.136161
1981-06-09,0.7735,0.098333,,8.625,,,2.34375,1.642003,,,3.699874,,4.555551,9.34375,6.414367,1.116394,,,8.296296,,,,,,0.445333,2.571044,1.324917,13.760331,8.128799,0.138955
1981-06-10,0.79425,0.099,,8.5,,,2.289125,1.654496,,,3.745884,,4.537033,9.3125,6.270563,1.155157,,,8.5,,,,,,0.455833,2.486212,1.340364,13.760331,8.091277,0.140625
1981-06-11,0.809875,0.1,,8.578125,,,2.28125,1.68825,,,3.947216,,4.537033,9.21875,6.322817,1.170663,,,8.889037,,,,,,0.476666,2.495705,1.358277,14.088669,8.166022,0.146768
1981-06-12,0.828125,0.100333,,8.640625,,,2.265625,1.679015,,,3.883036,,4.59244,9.15625,6.257603,1.16874,,,9.0,,,,,,0.468833,2.501882,1.366,14.118518,8.035069,0.145089
1981-06-15,0.828125,0.101583,,8.703125,,,2.328125,1.71625,,,3.910584,,4.74044,9.0,6.257603,1.178416,,,9.074074,,,,,,0.474,2.51454,1.330094,14.297611,7.997846,0.144536
1981-06-16,0.79175,0.102917,,8.71875,,,2.3125,1.697509,,,3.956301,,4.759551,8.875,6.126967,1.16874,,,9.110963,,,,,,0.474,2.542717,1.337735,14.088669,7.997846,0.141741
1981-06-17,0.789125,0.101917,,8.6875,,,2.265625,1.700743,,,3.910584,,4.777477,9.25,6.113798,1.190076,,,9.037037,,,,,,0.4715,2.533374,1.345459,13.969274,7.997846,0.139509
1981-06-18,0.778625,0.101583,,8.796875,,,2.265625,1.685262,,,3.754969,,4.703551,9.0625,5.983162,1.207504,,,8.814963,,,,,,0.479166,2.51454,1.317194,13.730483,7.922952,0.138955
1981-06-19,0.76825,0.096417,,8.53125,,,2.30475,1.654496,,,3.690789,,4.57407,9.3125,6.009289,1.201674,,,8.77763,,,,,,0.487,2.517553,1.309552,13.730483,7.848207,0.135045
1981-06-22,0.752625,0.096417,,8.21875,,,2.351625,1.654496,,,3.699874,,4.481477,9.25,6.061544,1.178416,,,8.62963,,,,,,0.4715,2.517553,1.317194,13.909576,7.997846,0.130027
1981-06-23,0.74225,0.096417,,8.234375,,,2.40625,1.676003,,,3.754969,,4.555551,9.375,6.113798,1.190076,,,8.648296,,,,,,0.466166,2.508211,1.3121,14.178216,8.334198,0.132259
1981-06-24,0.72925,0.097333,,8.203125,,,2.36725,1.669756,,,3.736506,,4.629477,9.25,6.022457,1.186168,,,8.703704,,,,,,0.474,2.49254,1.306923,14.178216,8.22208,0.128911
1981-06-25,0.721375,0.097083,,8.21875,,,2.328125,1.651262,,,3.654157,,4.64844,9.4375,6.009289,1.184246,,,8.62963,,,,,,0.458333,2.49254,1.304376,14.05882,8.147186,0.131696
1981-06-26,0.721375,0.099333,,8.09375,,,2.265625,1.648249,,,3.580892,,4.610958,9.375,6.022457,1.1804,,,8.51837,,,,,,0.468833,2.436035,1.314647,14.028971,8.147186,0.130027
1981-06-29,0.721375,0.099,,8.09375,,,2.211,1.629756,,,3.571807,,4.57407,9.25,6.061544,1.17457,,,8.574074,,,,,,0.4715,2.379531,1.299282,13.820029,8.147186,0.125562
1981-06-30,0.724,0.099,,8.203125,,,2.1875,1.598743,,,3.54426,,4.537033,9.4375,6.009289,1.17457,,,8.555704,,,,,,0.458333,2.323026,1.299282,13.820029,8.053905,0.116071
1981-07-01,0.71875,0.100333,,8.21875,,,2.15625,1.589509,,,3.562722,,4.499996,9.5,5.983162,1.166818,,,8.555704,,,,,,0.453166,2.335532,1.296652,13.551389,8.072441,0.114955
1981-07-02,0.71875,0.100333,,8.15625,,,2.109375,1.552496,,,3.46191,,4.42607,9.53125,5.944075,1.164895,,,8.5,,,,,,0.427166,2.323026,1.27874,13.581238,7.922952,0.114955
1981-07-06,0.708375,0.09575,,8.046875,,,2.070375,1.561756,,,3.352013,,4.333477,9.53125,5.930907,1.155157,,,8.185037,,,,,,0.422,2.316697,1.250475,13.611087,7.997846,0.111053
1981-07-07,0.7005,0.096417,,7.96875,,,2.109375,1.555755,,,3.370182,,4.370514,9.71875,5.957034,1.149389,,,8.01837,,,,,,0.422,2.316697,1.224758,13.581238,8.670549,0.11217
1981-07-08,0.7005,0.096417,,7.84375,,,2.09375,1.521755,,,3.370182,,4.351551,9.875,5.983162,1.149389,,,8.148296,,,,,,0.414166,2.28852,1.196575,13.491692,8.483538,0.116634
1981-07-09,0.703125,0.095083,,7.8125,,,2.0625,1.512496,,,3.361097,,4.44444,10.0,5.957034,1.16291,,,8.37037,,,,,,0.422,2.297862,1.206846,13.491692,8.857262,0.107705
1981-07-10,0.708375,0.095083,,7.875,,,2.03125,1.490743,,,3.33355,,4.462959,9.78125,5.930907,1.149389,,,8.27763,,,,,,0.416666,2.304191,1.227387,13.431994,8.633027,0.09933
1981-07-13,0.71875,0.09475,,7.828125,,,2.039125,1.512496,,,3.296917,,4.42607,9.875,5.930907,1.157142,,,8.092741,,,,,,0.406333,2.285356,1.232481,13.342447,8.539746,0.101562
1981-07-14,0.703125,0.091833,,7.796875,,,2.015625,1.543262,,,3.260285,,4.389033,9.75,5.865693,1.151312,,,7.907407,,,,,,0.406333,2.291534,1.222211,13.52154,8.539746,0.106027
1981-07-15,0.703125,0.089917,,7.828125,,,2.015625,1.558743,,,3.296917,,4.407551,9.9375,5.878652,1.151312,,,8.074074,,,,,,0.3985,2.266521,1.188851,13.581238,8.483538,0.108821
1981-07-16,0.703125,0.091833,,7.921875,,,2.05475,1.580249,,,3.296917,,4.407551,9.96875,5.878652,1.151312,,,7.98163,,,,,,0.406333,2.310369,1.160587,13.461843,8.353033,0.111607
1981-07-17,0.703125,0.092167,,7.921875,,,2.078125,1.598743,,,3.287833,,4.407551,10.09375,5.865693,1.155157,,,8.0,,,,,,0.4115,2.379531,1.137498,13.402145,8.371421,0.115518
1981-07-20,0.69275,0.0925,,7.71875,,,2.0235,1.574249,,,3.18702,,4.314959,10.0,5.695761,1.139652,,,7.814963,,,,,,0.414166,2.354367,1.11441,13.223052,8.184559,0.107705
1981-07-21,0.6875,0.0905,,7.796875,,,1.976625,1.543262,,,3.242115,,4.222514,9.9375,5.578292,1.133884,,,7.740741,,,,,,0.406333,2.304191,1.129774,13.252901,8.053905,0.107143
1981-07-22,0.6745,0.0905,,7.78125,,,1.890625,1.500002,,,3.177935,,4.185033,9.8125,5.343146,1.133884,,,7.740741,,,,,,0.409,2.257028,1.132322,13.163354,7.810834,0.101009
1981-07-23,0.6875,0.0925,,7.71875,,,1.976625,1.540249,,,3.214568,,4.203551,9.90625,5.486742,1.126131,,,7.759407,,,,,,0.416666,2.241358,1.11441,13.103656,8.016682,0.103795
1981-07-24,0.698,0.0925,,7.640625,,,2.03125,1.540249,,,3.278748,,4.185033,10.0,5.565124,1.131899,,,7.889037,,,,,,0.427166,2.269685,1.11178,13.043958,7.997846,0.107143
1981-07-27,0.70575,0.093167,,7.640625,,,2.078125,1.555755,,,3.33355,,4.166514,10.25,5.630547,1.137729,,,8.0,,,,,,0.416666,2.307355,1.109233,13.282749,7.941787,0.111607
1981-07-28,0.7005,0.09375,,7.703125,,,2.046875,1.494002,,,3.306295,,4.129477,10.25,5.591252,1.128054,,,7.851704,,,,,,0.419333,2.279027,1.083598,13.193203,8.035069,0.107705
1981-07-29,0.703125,0.094417,,7.765625,,,2.03125,1.484743,,,3.2512,,4.07407,10.4375,5.591252,1.122224,,,7.926074,,,,,,0.4245,2.260193,1.073327,13.193203,7.960324,0.106027
1981-07-30,0.703125,0.094417,,7.796875,,,2.0625,1.509262,,,3.306295,,4.07407,10.59375,5.656674,1.122224,,,7.889037,,,,,,0.416666,2.297862,1.088692,13.461843,7.97916,0.109937
1981-07-31,0.708375,0.096417,,7.8125,,,2.101625,1.509262,,,3.416193,,4.09244,10.65625,5.669634,1.126131,,,7.926074,,,,,,0.4245,2.316697,1.104139,13.402145,8.035069,0.111607
1981-08-03,0.703125,0.098333,,7.796875,,,2.09375,1.546249,,,3.416193,,4.037033,10.625,5.591252,1.118378,,,7.77763,,,,,,0.414166,2.332368,1.109233,13.491692,8.072441,0.110491
1981-08-04,0.703125,0.098667,,7.8125,,,2.078125,1.540249,,,3.388645,,4.055552,10.625,5.578292,1.108641,,,7.537037,,,,,,0.4115,2.329204,1.140045,13.909576,7.904564,0.11217
1981-08-05,0.713625,0.098,,7.859375,,,2.070375,1.561756,,,3.370182,,4.166514,10.84375,5.591252,1.110626,,,7.703704,,,,,,0.422,2.297862,1.129774,13.909576,7.97916,0.115518
1981-08-06,0.716125,0.098333,,7.9375,,,2.0625,1.552496,,,3.342928,,4.166514,10.90625,5.565124,1.093136,,,7.77763,,,,,,0.422,2.269685,1.093868,13.581238,7.97916,0.112723
1981-08-07,0.703125,0.097083,,7.953125,,,2.05475,1.549509,,,3.342928,,3.999996,10.84375,5.578292,1.066032,,,7.833333,,,,,,0.4245,2.200523,1.070698,13.581238,7.848207,0.112723
1981-08-10,0.703125,0.099667,,7.984375,,,2.046875,1.552496,,,3.388645,,3.981478,10.875,5.656674,1.081537,,,7.851704,,,,,,0.427166,2.216194,1.063056,13.820029,7.773611,
1981-08-11,0.708375,0.100333,,7.984375,,,2.039125,1.580249,,,3.507627,,4.037033,11.125,5.643506,1.100888,,,8.037037,,,,,,0.4245,2.247686,1.083598,13.999122,7.97916,0.109375
1981-08-12,0.711,0.100917,,8.0625,,,2.03125,1.577262,,,3.443447,,4.110959,11.15625,5.60442,1.108641,,,8.148296,,,,,,0.429833,2.241358,1.091239,13.849878,8.016682,0.107143
1981-08-13,0.711,0.100917,,8.03125,,,1.99225,1.580249,,,3.39773,,4.110959,11.3125,5.51287,1.100888,,,8.185037,,,,,,0.427166,2.159689,1.083598,13.939425,7.997846,0.103795
1981-08-14,0.70575,0.10325,,7.90625,,,1.984375,1.558743,,,3.352013,,4.14844,11.375,5.473783,1.087368,,,8.259407,,,,,,0.427166,2.159689,1.080968,13.879727,8.016682,0.102125
1981-08-17,0.7005,0.100917,,7.859375,,,1.92975,1.537262,,,3.296917,,4.055552,11.375,5.421528,1.087368,,,8.01837,,,,,,0.427166,2.071843,1.070698,13.551389,7.997846,0.098777
1981-08-18,0.69275,0.100917,,7.796875,,,1.9375,1.509262,,,3.296917,,4.055552,11.1875,5.343146,1.08346,,,7.889037,,,,,,0.427166,2.100171,1.06815,13.52154,8.035069,0.096545
1981-08-19,0.6875,0.101583,,7.8125,,,1.984375,1.509262,,,3.296917,,4.018515,11.09375,5.382233,1.091213,,,7.833333,,,,,,0.427166,2.137841,1.065603,13.640936,7.885729,0.095428
1981-08-20,0.684875,0.102917,,7.828125,,,2.015625,1.503262,,,3.31538,,3.92607,11.15625,5.395401,1.093136,,,7.926074,,,,,,0.429833,2.150347,1.065603,13.670785,7.97916,0.096545
1981-08-21,0.6875,0.100917,,7.65625,,,1.953125,1.475262,,,3.278748,,3.777478,10.875,5.356105,1.073785,,,7.889037,,,,,,0.429833,2.109513,1.063056,13.581238,7.885729,0.089848
1981-08-24,0.66925,0.09575,,7.515625,,,1.90625,1.441508,,,3.196398,,3.648441,10.28125,5.317019,1.052449,,,7.703704,,,,,,0.419333,2.078172,1.050156,13.342447,7.717553,0.084268
1981-08-25,0.664125,0.09475,,7.53125,,,1.953125,1.460002,,,3.196398,,3.610959,10.5,5.369274,1.066032,,,7.555704,,,,,,0.4115,2.097007,1.073327,13.342447,7.568213,0.0865
1981-08-26,0.66925,0.0915,,7.4375,,,1.945375,1.450743,,,3.18702,,3.555552,10.5,5.277723,1.069877,,,7.574074,,,,,,0.414166,2.122019,1.093868,13.252901,7.549377,0.084821
1981-08-27,0.671875,0.093167,,7.296875,,,1.890625,1.423015,,,3.18702,,3.537034,10.1875,5.290892,1.071862,,,7.592741,,,,,,0.416666,2.109513,1.073327,13.193203,7.511855,0.085384
1981-08-28,0.684875,0.093167,,7.28125,,,1.890625,1.432249,,,3.214568,,3.537034,10.46875,5.369274,1.073785,,,7.703704,,,,,,0.414166,2.119006,1.091239,13.342447,7.474483,0.089848
1981-08-31,0.682375,0.092833,,7.265625,,,1.86725,1.416743,,,3.077123,,3.407552,10.5,5.382233,1.075707,,,7.648296,,,,,,0.3985,2.109513,1.063056,13.133505,7.194339,0.089848
1981-09-01,0.671875,0.092167,,7.21875,,,1.851625,1.441508,,,3.132218,,3.407552,10.5625,5.382233,1.075707,,,7.592741,,,,,,0.367333,2.08435,1.052785,13.342447,7.138131,0.095428
1981-09-02,0.671875,0.0925,,7.234375,,,1.882875,1.447508,,,3.141303,,3.574071,10.65625,5.382233,1.085383,,,7.592741,,,,,,0.369833,2.08435,1.047609,13.312598,7.119744,0.097098
1981-09-03,0.65625,0.089917,,7.203125,,,1.84375,1.438249,,,3.031406,,3.518515,10.34375,5.277723,1.073785,,,7.259407,,,,,,0.3725,2.040502,1.011703,13.073807,6.74587,0.09208
1981-09-04,0.6615,0.087917,,7.1875,,,1.8125,1.429015,,,2.949056,,3.555552,10.09375,5.225469,1.069877,,,7.203704,,,,,,0.380333,2.040502,1.01425,12.924563,6.727034,0.090964
1981-09-08,0.65625,0.086,,7.1875,,,1.78125,1.419755,,,2.939971,,3.481478,9.84375,5.108,1.058279,,,7.092741,,,,,,0.3595,2.059337,1.011703,12.894714,6.652439,0.08817
1981-09-09,0.65625,0.087583,,7.234375,,,1.8125,1.413755,,,3.022321,,3.46296,9.8125,5.094832,1.067955,,,6.962963,,,,,,0.375,2.059337,1.021973,12.954412,6.708498,0.08817
1981-09-10,0.658875,0.089583,,7.1875,,,1.875,1.435261,,,3.095586,,3.574071,10.25,5.108,1.066032,,,7.185037,,,,,,0.375,2.049844,1.01425,13.073807,6.74587,0.088732
1981-09-11,0.66925,0.09025,,7.296875,,,1.961,1.487755,,,3.150388,,3.777478,10.40625,5.199341,1.085383,,,7.48163,,,,,,0.3855,2.071843,1.021973,13.312598,6.783392,0.087616
1981-09-14,0.664125,0.0905,,7.3125,,,1.945375,1.494002,,,3.123133,,3.722515,10.3125,5.225469,1.085383,,,7.407407,,,,,,0.395833,2.062501,1.009073,13.402145,6.727034,0.084821
1981-09-15,0.66675,0.093167,,7.34375,,,1.961,1.497015,,,3.104671,,3.777478,10.375,5.120959,1.081537,,,7.37037,,,,,,0.401166,2.037338,1.009073,13.252901,6.652439,0.082589
1981-09-16,0.66675,0.091833,,7.25,,,1.96875,1.484743,,,3.104671,,3.851552,10.21875,5.173214,1.071862,,,7.389037,,,,,,0.390666,2.027845,0.998803,13.073807,6.521636,0.08092
1981-09-17,0.671875,0.091167,,7.25,,,1.9375,1.463015,,,3.003858,,3.796441,9.96875,5.173214,1.069877,,,7.259407,,,,,,0.3855,2.027845,0.980891,12.954412,6.35331,0.078687
1981-09-18,0.682375,0.092167,,7.03125,,,1.8985,1.469262,,,3.003858,,3.740441,9.96875,5.160255,1.08346,,,7.407407,,,,,,0.380333,2.027845,0.95772,12.864865,6.20397,0.079241
1981-09-21,0.671875,0.089917,,7.09375,,,1.961,1.515509,,,3.031406,,3.685033,9.71875,5.238637,1.116394,,,7.62963,,,,,,0.377666,2.08435,0.939808,13.103656,6.316087,0.079803
1981-09-22,0.66675,0.093167,,6.9375,,,1.953125,1.484743,,,3.022321,,3.629478,9.6875,5.21251,1.116394,,,7.48163,,,,,,0.382833,2.125184,0.944902,12.984261,6.278565,0.075339
1981-09-23,0.6615,0.091167,,6.859375,,,1.9375,1.475262,,,2.949056,,3.574071,9.84375,5.186382,1.104796,,,7.48163,,,,,,0.375,2.109513,0.950079,13.01411,6.20397,0.073661
1981-09-24,0.66675,0.0915,,6.84375,,,1.92975,1.453755,,,2.930593,,3.537034,9.625,5.120959,1.093136,,,7.389037,,,,,,0.3725,2.103184,0.937179,12.984261,6.110689,0.073107
1981-09-25,0.658875,0.088917,,6.78125,,,1.961,1.435261,,,2.848244,,3.444441,9.40625,5.094832,1.07763,,,7.389037,,,,,,0.354166,2.068679,0.908996,12.775319,5.979736,0.063616
