Model,Covariance Type,Ann. Return,Ann. Std,Ann. Std (fcst),Real / Fcst Std,Avg QLIKE,ERC RC RMSE,Avg Turnover,Ann. Sharpe,Ann. Sharpe (rf=0),Ann. Sortino,Max Drawdown,Calmar Ratio,CVaR (95%),Skewness,Excess Kurtosis
ERC,DCC,0.138707254984977,0.1733001006967236,0.1535818149740088,1.136187682160781,-196.99384897035577,0.0172809501461484,0.099906430828143,0.7241889553326288,0.8370636009074625,1.0197935985024116,-0.4387777636663815,0.3161218878230145,-0.0251975237792932,-0.915524892394115,27.1530931316912
ERC,GARCH,0.1393802969997519,0.173559677238611,0.1618055642193127,1.0801159824746769,-196.37751277776565,0.0174132800835599,0.0998280881905168,0.7267816636994966,0.8394880142433573,1.023651399295587,-0.4377201855945241,0.3184232794986177,-0.0252194248585617,-0.9240631376532694,27.44251695029307
ERC,Historical,0.142016607882212,0.176119523658712,0.1728500522083408,1.0254825897580415,-193.96608576132488,0.0176684214981722,0.0487158580697283,0.7318601547602371,0.842930763869602,1.0339639631341229,-0.4375023452819692,0.3246076493388456,-0.0255660337609972,-0.8357895388089313,27.22501814318889
HRP,DCC,0.1227350537588849,0.1642906417593537,0.1432453070062964,1.1556896496593396,-196.99384897035577,,0.2208438216393492,0.668644803487836,0.7876930087285708,0.9358487934727876,-0.4270371831052557,0.2874106954022158,-0.0238050546925801,-1.0969335939316016,30.242366390798026
HRP,GARCH,0.1235736568452217,0.1642837962834281,0.1507806985129395,1.0978265079563214,-196.37751277776565,,0.1995742773251598,0.6731988516367027,0.7922543566373099,0.9431246969464944,-0.4142414776058566,0.2983130939939332,-0.0237912743861274,-1.078232037044453,30.109511414280647
HRP,Historical,0.1281770438224196,0.168095518986272,0.1632619869538853,1.0366157623881354,-193.96608576132488,,0.0898745814584608,0.6859988172377038,0.8023570485936173,0.9659469384760496,-0.4053441095780619,0.3162178524213514,-0.0243193269776654,-0.9305619712092744,29.91446474428792
MVP,DCC,0.0907109093635725,0.151869365739466,0.1259987228038132,1.2143645088512125,-196.99384897035577,,0.5312592389407176,0.519672656769469,0.6484282536895313,0.721953217324594,-0.4047713531787064,0.2241040741920382,-0.0219147054541723,-1.1690033013781194,29.927284917240172
MVP,GARCH,0.0919841582363545,0.1533162392432636,0.1303178671041198,1.1859845123084025,-196.37751277776565,,0.5445215863210675,0.5239002684239726,0.6514392862411748,0.7283980596871094,-0.41485726553627,0.221724833762885,-0.0220285398656481,-1.2528144326421498,33.55387357361447
MVP,Historical,0.0939734258785081,0.15446507800424,0.1439315306900777,1.0820654423482987,-193.96608576132488,,0.069268408790187,0.5329931231972994,0.6595627283697486,0.7439201360831204,-0.3585022797564903,0.2621278334473598,-0.0220932343360999,-1.246962034481903,38.74086971609267
Naive,,0.1551698436266182,0.1865176192360056,0.1858992824207941,1.0033261925875103,-193.96608576132488,,0.0504082520957137,0.7625976460364667,0.867486555369907,1.0816227825100946,-0.463146284570103,0.3350341971773528,-0.027064243516534,-0.7096457851307306,23.560614910764777
