Model,Covariance Type,#Rolling Windows,Mean Return,Forecasted Std
HRP,GARCH,0,0.0007801379094594747,0.006594109849573199
HRP,Historical,0,0.001908761084798264,0.007194019743462373
MVP,GARCH,0,-0.0005016322039698798,0.004829188995354951
MVP,Historical,0,0.00026224635609471355,0.005816609868281854
ERC,GARCH,0,0.0024288401106743614,0.0103720837215347
ERC,Historical,0,0.0029307799759317717,0.008409957582221093
Naive,N/A,0,0.0034684104820958393,0.009365885758470952
HRP,GARCH,1,-0.0004653743567256339,0.006763638032925423
HRP,Historical,1,-0.0012318281575506873,0.007097125432822109
MVP,GARCH,1,0.001722932730630112,0.005036164810422957
MVP,Historical,1,0.0018131688745322728,0.005699049664131312
ERC,GARCH,1,-0.0029525005500406643,0.009752059519018001
ERC,Historical,1,-0.0030941219765665954,0.008357963272595996
Naive,N/A,1,-0.004296713002785007,0.009393951094464252
HRP,GARCH,2,0.0034375945341876117,0.006771484758382368
HRP,Historical,2,0.004037871835656829,0.007150153452888145
MVP,GARCH,2,0.0028719483777843334,0.004867988353211229
MVP,Historical,2,0.002986566420091911,0.005458278255029679
ERC,GARCH,2,0.004474261275764909,0.010953106680538288
ERC,Historical,2,0.00475190021407496,0.008669506077201801
Naive,N/A,2,0.005222787911565446,0.009875119371582978
HRP,GARCH,3,0.0020837814990833222,0.010761080603773456
HRP,Historical,3,0.0018094373635835644,0.007216896754705027
MVP,GARCH,3,0.003356742786986234,0.009337431622827595
MVP,Historical,3,0.0018632902307083993,0.005484876876497254
ERC,GARCH,3,0.0018821460430694388,0.011259581299261674
ERC,Historical,3,0.0017969836737838183,0.008790923332296013
Naive,N/A,3,0.0014606368281291763,0.010028132385080591
HRP,GARCH,4,-0.002618724835627085,0.006326292017079585
HRP,Historical,4,-0.0027901898095266547,0.0071489909008927875
MVP,GARCH,4,-0.0020207597571356966,0.004548520020863248
MVP,Historical,4,-0.0017339981108854007,0.0053888364791788304
ERC,GARCH,4,-0.0034478076418486456,0.009973605972836674
