Model,Covariance Type,Window Index,Mean Return,Forecasted Std,RC RMSE
Naive,N/A,0,0.0025917327058690987,0.008953996755558741,
MVP,Historical,0,0.013791268470983331,0.006661105001042947,
HRP,Historical,0,0.004816904107593389,0.007645625425213884,
ERC,Historical,0,0.003185019322237581,0.008258314360955914,0.24699486854691063
MVP,GARCH,0,0.002525784714611401,0.00555817339009951,
HRP,GARCH,0,0.0018140486732909356,0.006665251082455399,
ERC,GARCH,0,0.0019978311284649664,0.007551587201247506,0.28911318176642625
MVP,DCC,0,0.0025260928567913954,0.005557850626949966,
HRP,DCC,0,0.0018138699327181484,0.00666501615015268,
ERC,DCC,0,0.0019978610290651844,0.007551334900956858,0.2891008815142505
Naive,N/A,1,-0.01089241793414586,0.008953789830450766,
MVP,Historical,1,-0.010824274724854144,0.006671002518562571,
HRP,Historical,1,-0.01013952672721441,0.007649763041065508,
ERC,Historical,1,-0.010473991550651096,0.008258796690047615,0.04358135564925667
MVP,GARCH,1,-0.008289460193936282,0.005497715193747189,
HRP,GARCH,1,-0.009847666170996083,0.006611398026149717,
ERC,GARCH,1,-0.010116292347483347,0.007489494060254655,0.04365053830117078
MVP,DCC,1,-0.008289630346557497,0.005497648234461675,
HRP,DCC,1,-0.00984758927925189,0.006611136498239092,
ERC,DCC,1,-0.01011632971041787,0.007489249507294989,0.04365005039677664
Naive,N/A,2,0.011372989953537305,0.00894892788812254,
MVP,Historical,2,0.009206008485993067,0.006672826697310646,
HRP,Historical,2,0.009414326449002086,0.0076484271647391635,
ERC,Historical,2,0.009974922506225337,0.008256396577817115,0.04061861070807605
MVP,GARCH,2,0.003201527558621242,0.005631996500145542,
HRP,GARCH,2,0.00723224769306996,0.006761502070736539,
ERC,GARCH,2,0.008806490517584198,0.007589791014718272,0.0468530610731242
MVP,DCC,2,0.003201450907603931,0.005632135458529207,
HRP,DCC,2,0.007232275338027616,0.0067618570478568075,
ERC,DCC,2,0.00880637863549083,0.007590120747537561,0.04685241732150229
Naive,N/A,3,0.006417938916600807,0.008953078727982051,
MVP,Historical,3,-0.0020872005982335295,0.006671884303611529,
HRP,Historical,3,0.0026706735097254963,0.007667288930625807,
ERC,Historical,3,0.004688362634436061,0.008258707533736599,0.11247358447546604
MVP,GARCH,3,0.002572578386941471,0.00562578967297559,
HRP,GARCH,3,0.003454146022540572,0.006741611841006172,
ERC,GARCH,3,0.004638803888757925,0.0075745345391406375,0.09360095663909848
MVP,DCC,3,0.0025726255905911266,0.005625616787306313,
HRP,DCC,3,0.0034539907953472504,0.00674158192792579,
ERC,DCC,3,0.004638645676669828,0.007574473668980003,0.09360348140756104
Naive,N/A,4,-0.01188093720422767,0.008952361397167588,
MVP,Historical,4,-0.01197052277533861,0.0066716693996263735,
HRP,Historical,4,-0.01094975878836546,0.007666758039282944,
ERC,Historical,4,-0.011055164329208056,0.008257749284412941,0.03962150467936596
MVP,GARCH,4,-0.002664829194861884,0.0055407200219372826,
HRP,GARCH,4,-0.007811490123027731,0.006640793595500651,
ERC,GARCH,4,-0.009584259876702195,0.0074866810741425075,0.033009515036661274
MVP,DCC,4,-0.0026646681118425164,0.005540645510249097,
HRP,DCC,4,-0.0078114984112331864,0.006640681053132707,
ERC,DCC,4,-0.009584279970009102,0.007486536340272084,0.033010453282490006
Naive,N/A,5,-0.004690270135911057,0.008952868626015747,
MVP,Historical,5,-0.0034981650675656173,0.006676460237266423,
HRP,Historical,5,-0.0034123992881637255,0.007670207271933421,
ERC,Historical,5,-0.0039534516004087195,0.008258868242036933,0.13017416143557575
MVP,GARCH,5,-0.0035728064428045547,0.0054691772393067935,
HRP,GARCH,5,-0.004092719864299821,0.006606115922778761,
ERC,GARCH,5,-0.00444567594636458,0.007502664792106873,0.10595837629506877
MVP,DCC,5,-0.0035727067754418584,0.005469148346225588,
HRP,DCC,5,-0.004092691066836851,0.006606297352586701,
ERC,DCC,5,-0.004445649430484533,0.007502891999018413,0.10595707014882072
Naive,N/A,6,-0.004368824576149843,0.008953749728288055,
MVP,Historical,6,-0.005851433682379281,0.006675858541561057,
HRP,Historical,6,-0.005969489406079553,0.007668843595296174,
ERC,Historical,6,-0.005200247608355246,0.00825879302589693,0.09609045303801672
MVP,GARCH,6,-0.0037383866994441517,0.005392938012982301,
HRP,GARCH,6,-0.005415618243347242,0.006504937609891854,
ERC,GARCH,6,-0.005117711601964281,0.007413128168379774,0.0997754414315926
MVP,DCC,6,-0.003738301417005374,0.005392935597643886,
HRP,DCC,6,-0.005415664286764432,0.006504889130471509,
ERC,DCC,6,-0.005117583930182912,0.007413085555510491,0.09977700102189818
Naive,N/A,7,0.022420163468277243,0.008939559243220931,
MVP,Historical,7,0.01982704202280816,0.00666096397717332,
HRP,Historical,7,0.019514934805198836,0.007654931522304513,
ERC,Historical,7,0.02084329435487353,0.008246850731692406,0.02810153821999641
MVP,GARCH,7,0.015046182283033671,0.005518478705043514,
HRP,GARCH,7,0.01718042790417429,0.006594125936985861,
ERC,GARCH,7,0.019419223769204574,0.007425555610539436,0.025770868772252174
MVP,DCC,7,0.01504612687702278,0.00551823030431502,
HRP,DCC,7,0.017180473893459558,0.006594013959358878,
ERC,DCC,7,0.0194193957190123,0.007425421877554368,0.02577104781715139
Naive,N/A,8,-0.0021325538053368343,0.008958760575069233,
MVP,Historical,8,-0.005189445379615076,0.0066824795487460615,
