Model,Covariance Type,Ann. Return,Ann. Std,Ann. Std (fcst),Real / Fcst Std,Avg QLIKE,Avg Cov RMSE,ERC RC RMSE,Avg Turnover,Ann. Sharpe,Ann. Sharpe (rf=0),Ann. Sortino,Max Drawdown,Calmar Ratio,CVaR (95%),Skewness,Excess Kurtosis
ERC,DCC,0.07456955378892793,0.1705803755552795,0.1430888273740373,1.1959039879772049,-161.7470357395221,0.00013888373716030124,0.029827551789206954,0.07211628046417551,0.3919321344829821,0.5071843651211289,0.5458841168564775,-0.5540022619222518,0.13460153308795147,-0.025964767820625116,-0.2923324331823793,13.01283595038629
ERC,GARCH,0.07466330723660208,0.17060090785134946,0.1429906282183581,1.1968747753249718,-161.6468919909405,0.0001390132884541375,0.029829699401013054,0.07159810347350208,0.3924174902963738,0.5076559868516315,0.5465619057501122,-0.553752795903469,0.13483147676895432,-0.025964433195578736,-0.2931133374224571,13.023433801276404
ERC,Historical,0.07787227443414313,0.17228930371662576,0.15688040055653818,1.101508589462566,-161.24136276535728,0.00017301660132065222,0.02965753971133457,0.017578635145005406,0.4075545998399163,0.5216664850207142,0.5690480524917325,-0.5486657286295027,0.14193026896113628,-0.026184462650382538,-0.27718958574705804,12.64928867499118
HRP,DCC,0.07123473510327294,0.15890715678426534,0.13063374255218196,1.2203534294700207,-161.7470357395221,0.00013888373716030124,,0.18108981338783436,0.3890282823043646,0.5127416593447441,0.5399820563762303,-0.5294202242714724,0.13455234960337611,-0.024243928743312597,-0.3126607592638622,14.554662907430355
HRP,GARCH,0.07181559648213742,0.1588810276295752,0.1305624822741213,1.2207861278716912,-161.6468919909405,0.0001390132884541375,,0.17558977066633774,0.392478799891206,0.5162133952709153,0.5448607813964267,-0.527373240063518,0.1361760344030497,-0.024232521655909264,-0.31506388944554925,14.474956449639905
HRP,Historical,0.07792078321395235,0.16141988246438657,0.14602243409349763,1.1086065849699944,-161.24136276535728,0.00017301660132065222,,0.0701424528996572,0.42399969489884803,0.545796553852946,0.5916335642186321,-0.5137406798238364,0.1516733758375367,-0.02457985802184713,-0.27832709839662806,13.695946173768249
MVP,DCC,0.06442952664867407,0.1393374978321501,0.1043087764989101,1.3392903683567898,-161.7470357395221,0.00013888373716030124,,0.4953523821779642,0.3768758996730413,0.51795984579247,0.5233457563805635,-0.5005711871105161,0.12871201600832316,-0.020879213888681143,-0.2153734372892068,21.602337523297127
MVP,GARCH,0.06403855125955427,0.13945304279854312,0.10426225179645568,1.3410130469603347,-161.6468919909405,0.0001390132884541375,,0.4955295327393806,0.37404702016610136,0.5150131007446449,0.5193174914151357,-0.4995348005538588,0.12819637628559927,-0.02089650053982667,-0.21809316269501008,21.745971591615323
MVP,Historical,0.06930639882567391,0.13251557378151646,0.11799229513547353,1.1247701663409513,-161.24136276535728,0.00017301660132065222,,0.06686627415723533,0.4237023291301889,0.572049568205521,0.5945770220376149,-0.37846276329320994,0.18312607090483965,-0.019738750276426728,-0.08140007321686948,17.62675673122633
Naive,N/A,0.07975491697150927,0.18630382183389335,0.17160271158606907,1.0888823476532912,-161.24136276535728,0.00017301660132065222,,0.015021453877811097,0.39979818477858836,0.5053262083266177,0.559138040501133,-0.5734901382530424,0.13906937827118976,-0.028196087306675402,-0.26847465786903757,11.164967258982283
