"Date","Naive","MVP Historical","HRP Historical","ERC Historical","MVP GARCH","HRP GARCH","ERC GARCH","MVP DCC","HRP DCC","ERC DCC"
"2000-03-21",0.0138780527625645,0.000992793378240729,0.0082782274785632,0.0117269347878573,0.000829257981911133,0.00671712991386498,0.0116705531823812,0.000844677434531683,0.00601310649514716,0.0115456806482957
"2000-03-22",0.000476504078980117,0.0002040707551811,0.000229381257850732,-0.00060802571694684,0.00457597541201329,0.00350227276999575,0.00156804124506681,0.00400357794579108,0.00256757025454971,0.0012251556180485
"2000-03-23",0.0101015468675533,0.0057089684322211,0.00808997924676811,0.00964438553089207,0.00387046313403074,0.0074639151470506,0.0098982816401207,0.00400792730160524,0.00722931185785392,0.00994513673480887
"2000-03-24",0.000109095673820093,-0.00215044093575854,-0.000178216630516376,0.000317252621329118,-0.0036650493250246,-0.00157504917299971,-0.000242149955913049,-0.0035727913869402,-0.00178972393312468,-0.000266320848774799
"2000-03-27",-0.00425211343006769,0.00335211053726374,-0.00116640360069848,-0.0031903904147697,0.00426904267655535,0.0012546501521231,-0.00197003659206409,0.00410897665251425,0.00111135606257436,-0.00210343186268905
"2000-03-28",-0.0102817422133612,-0.00891216552610251,-0.0102560546217365,-0.0103355036833739,-0.00873425754998674,-0.00994124873260874,-0.0102193391535709,-0.00852050732237578,-0.00972566500736408,-0.0101583820283306
"2000-03-29",0.00560114503040397,0.00187437139933423,0.00298927146965557,0.00511928815651046,-0.000748037816711666,0.000517937615750388,0.00358834755252177,0.000113924196165697,0.00123799265278553,0.00379342217237469
"2000-03-30",-0.000427924550464101,0.00353080412878567,0.00267562878392374,0.00093956371524565,0.000749198685190817,-0.00115530957369553,-0.00178070762721301,0.00142517124563959,-0.000762977712393772,-0.0014021475237626
"2000-03-31",0.0109234044885737,0.00161949731087727,0.00741113454959304,0.00963408087057607,0.00169245849143755,0.00807803596363834,0.0107430138336051,0.000902471102060555,0.0075224625132488,0.0105154727976621
"2000-04-03",0.00855613611295572,-0.00268472361517088,0.00284197787848613,0.00601074468075128,-0.00432216260028374,-0.000471089399186479,0.00414305774958422,-0.00332394283290547,-0.000135475031040036,0.0044345263569281
