Model,Covariance Type,Ann. Return,Ann. Std,Ann. Std (fcst),Real / Fcst Std,Avg QLIKE,ERC RC RMSE,Avg Turnover,Ann. Sharpe,Ann. Sharpe (rf=0),Ann. Sortino,Max Drawdown,Calmar Ratio,CVaR (95%),Skewness,Excess Kurtosis
ERC,DCC,0.1607796636870195,0.1714667528109348,0.1489076717048011,1.15149710453371,-195.1382411666437,0.0247837001691189,0.0958150792015389,0.8522460183538547,0.9560842679557071,1.216849310441841,-0.4349228177206741,0.3696740137241525,-0.0244394428328885,-0.7909617689452394,26.156860469379993
ERC,GARCH,0.1608288982316661,0.1716530028983039,0.152197382232446,1.127831506563917,-194.49004820564073,0.0248372455217434,0.096092123627553,0.8517538124743804,0.9554789766504458,1.2163470247816002,-0.4367752013886746,0.3682189321196117,-0.0244650658335401,-0.786582074984263,26.05005730196352
ERC,Historical,0.1619633367595057,0.1726453167862252,0.1572476253463797,1.0979200252209085,-195.1410650988913,0.0245129297141384,0.041868258384416,0.8534900245591407,0.9566181660273272,1.2206199061448642,-0.4352606714598923,0.3721065269147112,-0.0246090846672687,-0.7405437555323892,25.80161300749955
HRP,DCC,0.1466293187165253,0.1619978148644628,0.1365618039492507,1.1862600681861577,-195.1382411666437,,0.2246697120811092,0.8165119930471,0.9264066143200582,1.1654090406263835,-0.3987919583658941,0.3676837399564411,-0.0228919320756976,-0.8356397629167834,30.061754079718025
HRP,GARCH,0.1444450672627821,0.1622321075183481,0.1396102836694593,1.162035512387097,-194.49004820564073,,0.2218279087981597,0.8038597465036109,0.91359162878922,1.144162172389594,-0.3955102347901944,0.3652119580152095,-0.0229810245605442,-0.9091666187619496,30.792835943771298
HRP,Historical,0.1464320628270126,0.1632888109014017,0.1468115258340778,1.1122342743440048,-195.1410650988913,,0.1273672863896606,0.810330606959917,0.9193502570533855,1.154533932235956,-0.3948433402033298,0.3708611692718572,-0.023170127125453,-0.8698476848578086,30.37786653437526
MVP,DCC,0.1255371625932713,0.1607646570401239,0.1161379218337221,1.3842563609007492,-195.1382411666437,,0.5135699795385259,0.7042907274414787,0.815027515528394,1.0611165456178189,-0.3422633890667271,0.3667852496160399,-0.0213608717199859,2.974073895517158,148.87508419702854
MVP,GARCH,0.1269429038990117,0.1624739964488435,0.1174357719455753,1.3835136752380763,-194.49004820564073,,0.5260346679672643,0.7060156313935363,0.8155850336012123,1.072776227867312,-0.3491026924519262,0.3636262528009366,-0.0214078952665093,3.4772640244177753,167.46805140459438
MVP,Historical,0.12043487769715,0.1544518617294365,0.1265122674801393,1.220844941014778,-195.1410650988913,,0.1418021332833102,0.6977716905783451,0.8130018982394976,1.037528178353255,-0.3407582168028489,0.3534320575659941,-0.0208226916123753,1.9215416427285004,107.42979194815231
Naive,,0.178580805820044,0.1872778315871878,0.1741926282126279,1.0751191569288885,-195.1410650988913,,0.0360984389170008,0.8767509927945282,0.9718280243611039,1.2593890175928977,-0.463371142376946,0.3853947505318986,-0.0266832716266007,-0.6007235324775198,21.394399050212517
