Model,Covariance Type,Window Index,Mean Return,Forecasted Std
Naive,N/A,0,-0.004423421615180436,0.009791009092785068
MVP,Historical,0,-0.003075801046185813,0.007975125888091697
HRP,Historical,0,-0.0038902756091709267,0.008619385224104392
ERC,Historical,0,-0.004072591314423666,0.009067174772578398
MVP,GARCH,0,-0.002734170514696754,0.007517556029920874
HRP,GARCH,0,-0.0036075688539665327,0.00836035203701519
ERC,GARCH,0,-0.003963033949541348,0.008826922461866433
MVP,DCC,0,-0.002738670786762856,0.007512035072453134
HRP,DCC,0,-0.003953356950890092,0.008542440297089076
ERC,DCC,0,-0.003975380730600205,0.008808022701615589
Naive,N/A,1,-0.002404148131501085,0.009760620666526162
MVP,Historical,1,-0.0017737426667451448,0.007920946538045563
HRP,Historical,1,-0.002071403447338016,0.008612987912761789
ERC,Historical,1,-0.002337368786952081,0.00904778213841983
MVP,GARCH,1,-0.0013085947728423094,0.007035837791735087
HRP,GARCH,1,-0.0018098977635175868,0.008019614818964209
ERC,GARCH,1,-0.0022204765008767098,0.008630107865431707
MVP,DCC,1,-0.0013314656014700949,0.007015976510998319
HRP,DCC,1,-0.0018113242171062325,0.0079899498418698
ERC,DCC,1,-0.002230095919775361,0.008586667627260432
Naive,N/A,2,-0.0005791442357716903,0.00976458384190803
MVP,Historical,2,0.001437494542097052,0.00784663478222425
HRP,Historical,2,0.000459129011538847,0.008555168140105115
ERC,Historical,2,9.271919158712811e-05,0.009034341636664537
MVP,GARCH,2,0.0008377070156251685,0.006674189845071785
HRP,GARCH,2,0.00031980259386683987,0.007688875349644908
ERC,GARCH,2,5.991776993283012e-05,0.00853737112494743
MVP,DCC,2,0.0008149179957882152,0.006632777648440355
HRP,DCC,2,0.00011251399044881084,0.007688770394065435
ERC,DCC,2,4.713595276286914e-05,0.008491038709312079
Naive,N/A,3,0.00649717571528224,0.009831055334934575
MVP,Historical,3,0.005969877761316416,0.007948506889425664
HRP,Historical,3,0.005327140684555922,0.008767766989693391
ERC,Historical,3,0.006008345602561004,0.00912715192763546
MVP,GARCH,3,0.0063836586158421,0.00558861362748498
HRP,GARCH,3,0.005948909897954926,0.007271285102525118
ERC,GARCH,3,0.006227091765014731,0.008412609263668363
MVP,DCC,3,0.006473422121380967,0.0055789707421433085
HRP,DCC,3,0.006178976620104148,0.006951839331546078
ERC,DCC,3,0.006201274329055518,0.008346303363967373
Naive,N/A,4,-0.0017887537419102998,0.009840921376212043
MVP,Historical,4,-0.0012741197911586768,0.007971191982480546
HRP,Historical,4,-0.001315302492961095,0.008759496464303742
ERC,Historical,4,-0.001543660901993629,0.00913432325770474
MVP,GARCH,4,-0.0014931916569714022,0.007106577412228071
HRP,GARCH,4,-0.0012529118965528892,0.008305549502086538
ERC,GARCH,4,-0.0015068923143927038,0.00890250246051333
MVP,DCC,4,-0.0014247925038100402,0.006948575493122602
HRP,DCC,4,-0.0012324643805407493,0.008117610624241184
ERC,DCC,4,-0.001508757604872573,0.008737920344562689
Naive,N/A,5,0.0030365736655631652,0.009882460090945204
MVP,Historical,5,0.0019327250764315726,0.008064389331421772
HRP,Historical,5,0.0025154368264493072,0.008827495010875413
ERC,Historical,5,0.002659759739245099,0.009201489094066368
MVP,GARCH,5,0.001513913497454426,0.006730614114068964
HRP,GARCH,5,0.0020915857390431955,0.00803256016716637
ERC,GARCH,5,0.0024753317301988882,0.008712279307771072
MVP,DCC,5,0.001510457811637053,0.0066964997945886855
HRP,DCC,5,0.002067557470573298,0.008012727326293307
ERC,DCC,5,0.0024586420231381863,0.008711843189048718
Naive,N/A,6,0.010501746545042432,0.01029525196546607
MVP,Historical,6,0.008352321171445817,0.008456794982636535
HRP,Historical,6,0.00924463428809887,0.00920292953047934
ERC,Historical,6,0.009775140939576925,0.00963714971131402
MVP,GARCH,6,0.008875045397085123,0.009251934025747954
HRP,GARCH,6,0.009361693426735505,0.010036211067028698
ERC,GARCH,6,0.009826213668806403,0.010416822260225339
MVP,DCC,6,0.00910056080951739,0.009584307935722647
HRP,DCC,6,0.009352497855355382,0.010480144922758646
ERC,DCC,6,0.009847632553022938,0.010880975477438784
Naive,N/A,7,0.004257041890508041,0.01070782170148495
MVP,Historical,7,0.0035046710140234417,0.008857665810238854
HRP,Historical,7,0.004079308373180386,0.009683181166885423
ERC,Historical,7,0.004141543371487248,0.010100590475602442
MVP,GARCH,7,0.0033068692415916673,0.009570146167715675
HRP,GARCH,7,0.0038548936228395567,0.010396344152306124
ERC,GARCH,7,0.003995926016864399,0.010815003238842939
MVP,DCC,7,0.003559358608803835,0.009562684682886015
HRP,DCC,7,0.0039061539752153164,0.010384198969990084
ERC,DCC,7,0.004044838156381731,0.010797291811523897
Naive,N/A,8,-0.0010587192253279927,0.010759353490320327
MVP,Historical,8,0.0011129059554106607,0.008928998371257863
HRP,Historical,8,-0.0005582883473001469,0.00975456510111685
ERC,Historical,8,-0.0007179954974670776,0.010171598511647291
MVP,GARCH,8,0.001497242831736751,0.009327378597044578
HRP,GARCH,8,-0.0005622663720870151,0.010459221256484385
ERC,GARCH,8,-0.0007210649343193154,0.010837509846189045
MVP,DCC,8,0.001324802254656874,0.009339488683509433
HRP,DCC,8,-0.0007022377920131329,0.010456735588997592
ERC,DCC,8,-0.0007378474054157034,0.010814779244193516
Naive,N/A,9,0.011119290716047383,0.010652041204708872
MVP,Historical,9,0.010991852465469684,0.008762290091271498
HRP,Historical,9,0.010535651946034164,0.009655901560291455
ERC,Historical,9,0.010794748021049922,0.010120114105363445
MVP,GARCH,9,0.011053445719185642,0.008513501732592124
HRP,GARCH,9,0.010546213230807578,0.009791217109914823
ERC,GARCH,9,0.010799458086759035,0.010416477094649873
MVP,DCC,9,0.011071192541709783,0.008558519859063371
HRP,DCC,9,0.010771754560106834,0.009911497597420327
ERC,DCC,9,0.010838183607573765,0.01044331780641917
Naive,N/A,10,0.001661504215239394,0.011069326597850938
MVP,Historical,10,0.0005181359295475546,0.0092806355796044
HRP,Historical,10,0.001139623491476898,0.010133798922726435
ERC,Historical,10,0.0014505273660169456,0.010554737545251157
MVP,GARCH,10,0.0013836826300386606,0.010620668112548812
HRP,GARCH,10,0.001568600084143907,0.011811661248054621
ERC,GARCH,10,0.0016833132983263422,0.012375042381199507
MVP,DCC,10,0.0012133106768045247,0.010578884741888226
HRP,DCC,10,0.0018539476373815689,0.011892321480443434
ERC,DCC,10,0.0016742108095578023,0.012334433942650805
Naive,N/A,11,0.007766846429164348,0.011609142751029014
MVP,Historical,11,0.006012473438433174,0.00962448636168996
HRP,Historical,11,0.007105704757148878,0.010762059885717799
ERC,Historical,11,0.0073159584235010676,0.011098698365688041
MVP,GARCH,11,0.007248493940364517,0.011586692478619525
HRP,GARCH,11,0.007880421687415786,0.012739000107815887
ERC,GARCH,11,0.007717027967195015,0.013346908840401827
MVP,DCC,11,0.007159615264772557,0.011372143323380117
HRP,DCC,11,0.007763760304515539,0.012504845318652211
ERC,DCC,11,0.007691665054169047,0.013185478245781862
Naive,N/A,12,-0.0042357010965989195,0.01194308940657759
MVP,Historical,12,-0.003527103184907488,0.009928867077950853
HRP,Historical,12,-0.004402181510171911,0.011106495570751643
ERC,Historical,12,-0.004284723178740507,0.011413410195575856
MVP,GARCH,12,-0.004469196786964539,0.012240616337655962
HRP,GARCH,12,-0.0045962660335825455,0.013505162815618149
ERC,GARCH,12,-0.004377300168397232,0.01400352262014193
MVP,DCC,12,-0.004667328759103607,0.012025650368057554
HRP,DCC,12,-0.004671505670803793,0.013226331973389733
ERC,DCC,12,-0.004411754398735425,0.013788765216553202
Naive,N/A,13,0.00545354729162153,0.012182859446387405
MVP,Historical,13,0.007637521692494101,0.0100646217965885
HRP,Historical,13,0.005928567150339041,0.011239816402650638
ERC,Historical,13,0.005787256664862218,0.011598367561627772
MVP,GARCH,13,0.009349055254634978,0.011679086033208186
HRP,GARCH,13,0.006551648893679115,0.012867198433250831
ERC,GARCH,13,0.0060893545098025005,0.01342749137806433
MVP,DCC,13,0.009253858480406333,0.011501536705512336
HRP,DCC,13,0.006609426180814998,0.012739966009801314
ERC,DCC,13,0.006081534764770714,0.01324574821933979
Naive,N/A,14,0.0008170744851115373,0.012557877827714984
MVP,Historical,14,0.00011508769304588058,0.010515720880314234
HRP,Historical,14,0.0002173243821227121,0.011626227783164715
ERC,Historical,14,0.0005049265436152386,0.011958236453730444
MVP,GARCH,14,-0.0008738533714855567,0.012249296910036752
