"Model","Covariance Type","Ann. Return","Ann. Std","Ann. Std (fcst)","Real / Fcst Std","Avg QLIKE","Avg Cov RMSE","ERC RC RMSE","Avg Turnover","Ann. Sharpe","Ann. Sortino","Max Drawdown","Calmar Ratio","CVaR (95%)","Skewness","Excess Kurtosis"
"ERC","DCC",0.0909723975007088,0.173214975139309,0.14630755430067,1.18390998993355,-156.407402078995,0.000133366520335167,0.0298396489906496,0.0732054544245765,0.589650422803194,0.822761254060904,-0.544592004288914,0.167046884244093,-0.0264583911796256,-0.391602264350528,15.1772001221854
"ERC","GARCH",0.0917601826506893,0.173844738102374,0.152851145821672,1.1373466464242,-154.53968762806,0.00013684130151344,0.0296708809156133,0.0719590208621911,0.592293288211794,0.826968654575916,-0.543467165694264,0.168842183011127,-0.0265447060918774,-0.382465364631688,15.0096601210351
"ERC","Historical",0.0947207518206608,0.176753583893839,0.172320554310054,1.02572548354161,-152.595281609919,0.000187678161759924,0.0308231954006345,0.014014092605309,0.60074965221837,0.840994668808372,-0.548180860994161,0.172791059594599,-0.0269751229565688,-0.353871394740738,14.1855457573824
"HRP","DCC",0.0891995210994985,0.162124216480886,0.135311356809827,1.19815675715043,-156.407402078995,0.000133366520335167,NA,0.184288663250322,0.60844697402269,0.847136549398893,-0.50997085532954,0.174911017300897,-0.0246983284266897,-0.428163448486959,16.7720705171659
"HRP","GARCH",0.0872972400380225,0.162887873482456,0.141883608532359,1.1480386999412,-154.53968762806,0.00013684130151344,NA,0.150799926187382,0.595632251631565,0.828542310729912,-0.508079324809557,0.171818131097431,-0.0248805793248166,-0.443347311410524,16.192596468745
"HRP","Historical",0.0919748174939559,0.167425122974943,0.162435266778151,1.03071904455088,-152.595281609919,0.000187678161759924,NA,0.029643107093249,0.609604795830352,0.851520215948351,-0.517924751591359,0.177583359766756,-0.0255968793757623,-0.394548857572973,14.659096308761
"MVP","DCC",0.0881677577753239,0.138828399111583,0.109620576092932,1.26644471375419,-156.407402078995,0.000133366520335167,NA,0.532230900980403,0.678407449123023,0.943960656634424,-0.450241959589713,0.19582305890741,-0.0205663182956399,-0.574066465878194,21.6717955767124
"MVP","GARCH",0.0895015408549227,0.140329098046568,0.1129203849611,1.2427259975682,-154.53968762806,0.00013684130151344,NA,0.577542808382078,0.68137469085031,0.949652951185087,-0.445501929775084,0.200900456031938,-0.0207608919658877,-0.548031813819373,21.3250097523508
"MVP","Historical",0.0892260759548915,0.138287720492982,0.132091400672923,1.04690933541845,-152.595281609919,0.000187678161759924,NA,0.021351767158452,0.687454487470354,0.964371057463533,-0.396899011145418,0.224808007702998,-0.0204999532263496,-0.370134095402767,18.0130539588147
"Naive","N/A",0.0961657102797167,0.187981008539861,0.184431540745767,1.01924544890609,-152.595281609919,0.000187678161759924,NA,0.0141666435081215,0.582818918359117,0.816643656440596,-0.572388125746951,0.16800787080309,-0.0286739592250509,-0.333602988893469,13.0337560179955
