"Model","Covariance Type","Ann. Return","Ann. Std","Ann. Std (fcst)","Real / Fcst Std","Avg QLIKE","Avg Cov RMSE","ERC RC RMSE","Avg Turnover","Ann. Sharpe","Ann. Sortino","Max Drawdown","Calmar Ratio","CVaR (95%)","Skewness","Excess Kurtosis"
"ERC","DCC",0.0743594156725476,0.173237193243156,0.143946690782075,1.20348159656845,-161.015968996709,0.000233089092625727,0.546134370156635,0.0375018525998699,0.500965750385994,0.698829790711387,-0.541150684629038,0.137409815389075,-0.0263582964374193,-0.349678182608856,13.9218605725977
"ERC","GARCH",0.0748827685182587,0.173618566218106,0.148843350612113,1.16645161173882,-159.215584754248,0.000236198796700313,0.437197546344501,0.0368979854439967,0.503051811887363,0.701986680698268,-0.542282935345498,0.138088004688087,-0.0264019104366099,-0.347035854447089,13.8308897314437
"ERC","Historical",0.0770524600227891,0.175785491730489,0.163628129530528,1.07429872989958,-159.231545876798,0.000261713762860279,0.353127895050759,0.00617438201611434,0.510469189390831,0.714131368186846,-0.547395749273653,0.140761889592733,-0.0266817045803993,-0.31881401313575,13.461424959007
"HRP","DCC",0.0732671180038098,0.161417884001045,0.1322524137948,1.22052883096333,-161.015968996709,0.000233089092625727,NA,0.106641985048549,0.51905968312739,0.721958913736478,-0.494989384717649,0.148017554044321,-0.0246039762491522,-0.39167303991878,15.2682907285653
"HRP","GARCH",0.0741901157629459,0.161856199706199,0.136827783945537,1.18291910486999,-159.215584754248,0.000236198796700313,NA,0.0843872818741634,0.523411559456959,0.728120590897787,-0.502236929238587,0.147719356032662,-0.0246396768351743,-0.401932616578974,15.1590480602092
"HRP","Historical",0.0774330536568291,0.165076732247316,0.153159654658119,1.07780820357553,-159.231545876798,0.000261713762860279,NA,0.020870314995453,0.534638137626804,0.746923756743734,-0.516064365763462,0.150045340840915,-0.0250813423312592,-0.347858676630458,14.5787670185652
"MVP","DCC",0.0694287906411251,0.137723445421206,0.10591432272611,1.30032881178264,-161.015968996709,0.000233089092625727,NA,0.263215464419478,0.556605923991127,0.765455083978594,-0.428142209915322,0.16216291931332,-0.0209377187470523,-0.676059630826934,18.0842457226441
"MVP","GARCH",0.0672808135042993,0.138483808195572,0.108155430233943,1.28041475029065,-159.215584754248,0.000236198796700313,NA,0.281926875207629,0.539779898840045,0.743129777508551,-0.42311283336661,0.159013880455862,-0.0210103742268795,-0.653589254074448,17.0133977206832
"MVP","Historical",0.0659381734606042,0.135773006048606,0.124209792538563,1.09309421804608,-159.231545876798,0.000261713762860279,NA,0.0135994893008803,0.538378877976427,0.754008230991904,-0.387270262087886,0.170263973032973,-0.0202748406432905,-0.269110361976788,17.2971486082008
"Naive","N/A",0.0798662278627134,0.188671520734567,0.177136899675571,1.06511698624128,-159.231545876798,0.000261713762860279,NA,0.00616586861746669,0.501914325325689,0.703880950222841,-0.572388125746951,0.139531594507643,-0.0285374698939268,-0.287921746345063,11.9817405181003
