Model,Covariance Type,Ann. Return,Ann. Std,Ann. Std (fcst),Real / Fcst Std,Avg QLIKE,Avg Cov RMSE,ERC RC RMSE,Avg L1 Dist,Avg Turnover,Ann. Sharpe,Ann. Sharpe (rf=0),Ann. Sortino,Max Drawdown,Calmar Ratio,CVaR (95%),Skewness,Excess Kurtosis
ERC,DCC,0.074334091136452,0.1732558521879097,0.1438507857836383,1.2077171728406015,-161.042801920981,0.0002329441279743,0.414936287464121,0.6099870331325941,0.0371591873047724,0.3965261659379409,0.5007960483610371,0.5512251354941208,-0.5423760899203252,0.1370526697579381,-0.0263599123602698,-0.3520844241633753,13.929518612575537
ERC,GARCH,0.0745567774042277,0.173388095208377,0.1430562661505317,1.2153057768463864,-160.6812531468059,0.0002325715145263,20.921908985699428,0.6102663174992391,0.0363885377614211,0.3975480773535735,0.5017385609687369,0.5528608803829651,-0.5407108086974814,0.1378866044565071,-0.0263625540313036,-0.3456752255078655,13.93679680964352
ERC,Historical,0.0770483838388158,0.175784885203162,0.1636272944783096,1.0770189733151518,-159.23154587679787,0.0002617137628602,0.3536851001326901,0.6023701203563077,0.0061745949588355,0.4076741074374972,0.5104488111013258,0.5683741049910195,-0.5473959202773048,0.140754399118985,-0.0266816815054632,-0.318819141464925,13.461648160703389
HRP,DCC,0.0732613372403041,0.1616111365094611,0.1322149206245358,1.225804030516906,-161.042801920981,0.0002329441279743,,1.4580478131013743,0.1079392363615005,0.4068230770885206,0.5186030270292643,0.5637319476742323,-0.5067649323303659,0.1445667065071192,-0.0246343325834669,-0.3971801526044913,15.301347200977093
HRP,GARCH,0.0747211557561955,0.1613758933073019,0.1315045576315471,1.2305065282764345,-160.6812531468059,0.0002325715145263,,1.457972293890129,0.0840136605945163,0.4155937630150204,0.5275385829198725,0.5765541494749283,-0.5029569370308316,0.1485637243564156,-0.024567341636263,-0.3836545904281779,15.030529495957447
HRP,Historical,0.0774330536568339,0.1650767322473159,0.1531596546581193,1.0805734715219153,-159.23154587679787,0.0002617137628602,,1.4585432553550965,0.0208703149954529,0.4251972105976752,0.5346381376268299,0.5918881033753556,-0.5160643657634596,0.1500453408409247,-0.0250813423312592,-0.3478586766304584,14.578767018565108
MVP,DCC,0.0732555006098127,0.1375251147746393,0.1059211858541072,1.303254288508049,-161.042801920981,0.0002329441279743,,1.50509131711448,0.2623561166943253,0.4518333746033458,0.5831787814746922,0.6213302896596913,-0.4189157331701525,0.1748692990245327,-0.0207940633560223,-0.6581615779368818,17.439264164895178
MVP,GARCH,0.0737812688984511,0.138393565134463,0.1055691931263275,1.315809808845701,-160.6812531468059,0.0002325715145263,,1.508244626546714,0.2622430911903323,0.4534093843166921,0.5839307372635434,0.6242441321367458,-0.4162175179711023,0.1772661305994663,-0.0208360415396955,-0.6530402174353993,18.259720888863136
MVP,Historical,0.066079303249332,0.1357791394765416,0.1242074084215448,1.0950960740193292,-159.23154587679787,0.0002617137628602,,1.4995547605391457,0.0135836645486314,0.406312480014721,0.5393360932501136,0.5664361773705736,-0.387272048390085,0.1706276079671332,-0.0202760347088578,-0.2694477613297167,17.294724151816947
Naive,,0.07986622786272,0.188671520734567,0.1771368996755706,1.0676946614184213,-159.23154587679787,0.0002617137628602,,,0.0061658686174666,0.4061592309928158,0.5019143253257216,0.5677346607741287,-0.5723881257469507,0.1395315945076547,-0.0285374698939267,-0.2879217463450649,11.981740518100214
